ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
1143,Yes,3300,Yes,Adreno 506,64 GB,Hybrid Slot,Yes,Samsung Galaxy C7 Pro ,Android Marshmallow 6.0,"‚¹24,900",16MP,2.2 GHz,nano,16MP,"Accelerometer, Fingerprint sensor, Gyro sensor, Geo magnetic sensor, Proximity sensor, RGB light sensor",170 g,1920 x 1080
1144,,1050,,,250 MB,,,Callbar C63,,‚¹679,1.3MP,1 MHz,,,,,320*480
1145,,2350,,,16 GB,Dedicated Slot,,Moto C ,Android Nougat 7.0,"‚¹6,222",5MP,1.3 GHz,,,Gravity Sensor,154 g,480 x 854 Pixels
1146,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹10,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
1147,Yes,1400,No,,8 GB,Dedicated Slot,,Karbonn A40 Indian ,Android Nougat 7.0,"‚¹2,998",2MP,1.3 GHz,,0.3MP,,115 g,800 x 480
1148,,2200,,,8 GB,Dedicated Slot,,I Kall K3 Volte ,Android Marshmallow 6.0,"‚¹3,899",5MP,1.3,Micro SIM,,,,854 x 480$$Pixels
1149,,4010,Yes,,64 GB,Hybrid Slot,,Gionee A1 ,Android Nougat 7,"‚¹11,899",13MP,2 GHz,Micro SIM and Nano SIM,16MP,"G-sensor, Proximity Sensor, Light Sensor, Gyro Sensor",183 g,1920 x 1080 pixels
1150,,1000,,,10 KB,Dedicated Slot,,Mido 1616,,‚¹599,0.3MP,,,,,,320 x 240 Pixels
1151,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹10,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
1152,,850,,,,Dedicated Slot,,Forme N5+ Selfie with Wireless FM,,‚¹699,0.8MP,,,0.3MP,,,128 x 160 Pixels
1153,Yes,1050,,,1 MB,Dedicated Slot,,Darago 3310 i,,‚¹779,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
1154,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K31 Combo of Two Mobile,0,"‚¹1,199",0.3MP,,,,,,128 x 160 Pixels
1155,Yes,1000,,,64 MB,,,I Kall K16,,‚¹799,0.3MP,,,,,,128 x 160 Pixels
1156,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1157,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1158,Yes,2800,,,16 GB,Dedicated Slot,,HTC Desire 828 Dual Sim ,Android Lollipop 5.1,"‚¹8,999",13MP,1.5 GHz,Nano SIM,,,148 g,1080 x 1920 Pixels
1159,,2500,,,32 GB,Hybrid Slot,,Coolpad Note 5 Lite ,Android Marshmallow 6,"‚¹7,110",13MP,1.2 GHz,,8MP,,,1280 x 720 Pixels
1160,,1000,,,64 MB,Dedicated Slot,,Trio T3 Selfie,,‚¹749,1.3MP,1.2 MHz,,,,,128 x 160$$Pixels
1161,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1162,Yes,1800,,,64 MB,Dedicated Slot,,I Kall K3311 Combo with Two Mobile,0,"‚¹1,949",0.3MP,,,,,,240 x 320 Pixels
1163,Yes,2000,Yes,Mali-T20,8 GB,Dedicated Slot,No,Samsung Galaxy J2 ,Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
1164,,800,,,64 MB,Dedicated Slot,,MTR Mt3330,,‚¹640,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
1165,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K88 Combo Of Two Mobile,0,"‚¹1,499",0.3MP,,,,,,128 x 160 Pixels
1166,Yes,2500,,,,Dedicated Slot,,Kara K14,,"‚¹1,229",0.3MP,,,,,,320 x 240 Pixels
1167,Yes,2000,Yes,,8 GB,,,Intex Aqua Q7 ,Android Lollipop 5.1,"‚¹2,999",2MP,1.2 GHz,Micro SIM,0.3MP,Gravity sensor,106 g,480 x 854 Pixels
1168,,850,,,256 MB,Dedicated Slot,,Peace P4,,‚¹509,0.3MP,,,,,,320 x 240 Pixels
1169,Yes,2750,Yes,PowerVR GT7600 (six-core graphics),16 GB,,Yes,Apple iPhone 6s Plus ,iOS 9,"‚¹42,990",12MP,1.84 GHz,Nano Sim,5MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",192 g,1080 x 1920 Pixels
1170,Yes,2630,,ARM Mali T720,16 GB,Dedicated Slot,Yes,Nokia 3 ,Android Nougat 7,"‚¹7,999",8MP,1.3 GHz,Micro SIM,8MP,"Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Gyroscope, Proximity Sensor",,1280 x 720
1171,Yes,1000,,,32 KB,,Yes,JIVI X66,,‚¹933,1.3MP,,Normal,,,105 g,240 x 320 Pixel
1172,,800,,,64 MB,Dedicated Slot,,MTR 230 Mini,,‚¹640,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
1173,Yes,3900,,Mali T720,16 GB,Dedicated Slot,,Comio C2 Lite ,Android Nougat 7,"‚¹5,999",8MP,1.3 GHz,Nano SIM,5MP,"Accelerometer, proximity sensor, ambient light sensor",,1280 x 720$$Pixels
1174,Yes,2200,,,16 GB,Dedicated Slot,,Karbonn K9 Music ,Android Nougat 7,"‚¹4,748",8MP,1.3 GHz,,,,,854 x 480$$Pixels
1175,,1000,,,32 MB,Dedicated Slot,,Mymax M43,,‚¹510,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
1176,,1800,,,35 MB,Dedicated Slot,,Ssky S700,,"‚¹1,040",2.0MP,1.2 MHz,,,,,129 x 119$$Pixels
1177,Yes,2900,Yes,,16 GB,,,InFocus M812 ,Android Lollipop 5,"‚¹9,409",13MP,2.5 GHz,,8MP,"Accelerometer, Compass, Gyro-sensor",,1920 x 1080 Pixels
1178,Yes,2200,,,10 MB,Dedicated Slot,,Kara K-9 Slim,,‚¹999,2MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
1179,,1050,,,32 MB,,,Adcom 201,,‚¹744,0.3MP,,Normal,,,125 g,240 x 320
1180,,3050,,,16 GB,Hybrid Slot,,Tecno i3 PRO ,Android Nougat 7.0,"‚¹8,800",8MP,1.3 MHz,,,,,720 x 1280
1181,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1182,,2300,Yes,,16 GB,Dedicated Slot,,Gionee P7 ,Android Marshmallow 6,"‚¹10,999",8MP,1.3 GHz,Micro SIM,5MP,"Digital Compass, G Sensor (Auto Rotation), Proximity Sensor, Light Sensor, Accelerometer",167 g,1280 x 720 Pixels
1183,,4850,,,32 GB,Hybrid Slot,,InFocus Turbo 5 Plus ,Android Nougat 7.0,"‚¹10,999",13MP,1.5 GHz,,,,,1280 x 720$$Pixels
1184,Yes,2500,Yes,,8 GB,Dedicated Slot,,Intex Aqua Sense 5.1 ,Android Lollipop 5.1,"‚¹2,849",2MP,1.2 GHz,,0.3MP,Motion Sensor,,480 x 854 pixels
1185,Yes,2200,,,64 MB,Dedicated Slot,,Gfive WP89,0,‚¹839,0.3MP,,,,,,240 x 320$$Pixels
1186,,4000,,,1 MB,Dedicated Slot,,Kara K17,,"‚¹1,249",0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
1187,,950,,,32 MB,Dedicated Slot,,Gfive U440,No,‚¹699,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
1188,Yes,2800,,,32 MB,,,InFocus F125 Boom Box,,"‚¹1,230",0.3MP,,Normal SIM,,,140 g,240 x 320 Pixels
1189,Yes,1750,,,32 MB,Dedicated Slot,,Karbonn K49 Rock,,"‚¹1,049",0.3MP,1,Standard SIM,,,,240 x 320$$Pixels
1190,Yes,1000,,,,Dedicated Slot,,Lava Metal 24,,"‚¹1,590",1.3MP,,,,,123 g,320 x 240 pixels
1191,Yes,2700,,,32 GB,Hybrid Slot,,Comio S1 4G ,Android Nougat 7.0,"‚¹8,499",13MP,1.3 GHz,,8MP,,159 g,1280 x 720 Pixels
1192,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1193,Yes,2000,,,32 MB,Dedicated Slot,,Mtech L10,,"‚¹1,199",0.08MP,,Normal SIM,,,,320 x 240 Pixels
1194,Yes,800,,,32 MB,Dedicated Slot,,Karbonn K310n,,‚¹790,0.3MP,1 MHz,,,,65 g,240 x 320$$Pixels
1195,,1450,,,40 KB,Dedicated Slot,,Micromax X770,,"‚¹1,399",0.03MP,,,,,,320 x 480 Pixels
1196,,,Yes,,32 GB,,Yes,Apple iPhone 7 Plus ,iOS 10,"‚¹57,859",12MP + 12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",188 g,1920 x 1080 Pixels
1197,,1200,,,20 MB,Dedicated Slot,,Reach Cogent Mini,,‚¹899,0.3MP,,,,,,320 x 480 Pixels
1198,Yes,2700,,,32 GB,Hybrid Slot,,Comio S1 4G ,Android Nougat 7.0,"‚¹8,499",13MP,1.3 GHz,,8MP,,159 g,1280 x 720 Pixels
1199,,1000,,,128 MB,Dedicated Slot,,MTR Mt05,,"‚¹1,599",0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
1200,,1050,,,32 MB,,,Adcom X18 ,,‚¹888,0MP,,Normal,,,,240*320
1201,Yes,2000,Yes,Mali-400 MP2,4 GB,Dedicated Slot,No,Micromax Unite 2 A106 ,Android KitKat 4.4.2,"‚¹6,799",5MP,1.3 GHz,,2MP,"Accelerometer, Gravity Sensor, Proximity Sensor",,800 x 480 Pixels
1202,,2300,Yes,,16 GB,Dedicated Slot,,Gionee P7 ,Android Marshmallow 6,"‚¹10,999",8MP,1.3 GHz,Micro SIM,5MP,"Digital Compass, G Sensor (Auto Rotation), Proximity Sensor, Light Sensor, Accelerometer",167 g,1280 x 720 Pixels
1203,Yes,2500,Yes,Mali T720-MP1 650,16 GB,Dedicated Slot,,Yu Yunique 2 ,Android Nougat 7.0,"‚¹5,999",13MP,1.3 GHz,Micro SIM and Micro SIM,5MP,"Proximity Sensor, Light Sensor, Accelerometer",159 g,1280 x 720 pixels
1204,,3000,Yes,,16 GB,Dedicated Slot,,Gionee X-1 ,Android Nougat 7.0,"‚¹8,399",8MP,1.3 GHz,Nano SIM and Nano SIM,8MP,Fingerprint Security,154 g,1280 x 720 Pixels
1205,,1800,,,32 MB,Dedicated Slot,,Winstar D555+,,‚¹999,0.3MP,1.2 MHz,Micro SIM,,,,320 x 240$$Pixels
1206,,1020,,,16 MB,Dedicated Slot,,Nokia 216,,"‚¹2,539",0.3MP,,,,,,230 x 320 pixels
1207,Yes,3000,Yes,,64 GB,Hybrid Slot,,Honor 9 Lite ,Android Oreo 8,"‚¹14,999",13MP + 2MP,2.36 GHz,Nano SIM,13MP + 2MP,"Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",149 g,2160 x 1080 Pixels
1208,Yes,5000,Yes,,32 GB,Hybrid Slot,,Asus Zenfone 3s Max ,Android Nougat 7,"‚¹8,999",13MP,1.5 GHz,Micro SIM and Nano SIM,8MP,"Accelerator, E-compass, Proximity, Ambient Light Sensor, Fingerprint",175 g,1280 x 720 Pixels
1209,Yes,4100,Yes,Mali T720,32 GB,Hybrid Slot,,Asus Zenfone 3_Max ,Android Marshmallow 6,"‚¹8,749",13MP,1.25 GHz,Micro SIM and Nano SIM,5MP,"Accelerometer, E-Compass, Proximity, Ambient Light Sensor",148 g,1280 x 720 Pixels
1210,,1200,No,,85.5 KB,,No,Micromax X455i,,"‚¹2,900",0.3MP,,Mini SIM,,,,
1211,,2500,Yes,,16 GB,Hybrid Slot,,ZTE V7 Lite ,Android Marshmallow 6.0,"‚¹5,999",13MP,1 GHz,,8MP,"Fingerprint (rear-mounted), accelerometer, proximity, compass",133.3 g,720 x 1280 pixels
1212,,3300,,,64 GB,Hybrid Slot,,LG G6 ,Android Nougat 7,"‚¹29,990",13MP + 13MP,2.35 GHz,,5MP,,,2880 x 1440 Pixels
1213,Yes,1000,,,10 MB,Dedicated Slot,,Blackzone 230 Mini,,‚¹639,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1214,,3180,Yes,,32 GB,Dedicated Slot,,OPPO A83 ,Android Nougat 7.1,"‚¹12,350",13MP,2.5 GHz,,8MP,"Geomagnetic Induction, Light Sensor, Distance Sensor, Gravity Sensor",143 g,1440 x 720 Pixels
1215,Yes,2800,Yes,ARM MALI- T720,16 GB,Dedicated Slot,,Aqua JAZZ ,Android Nougat 7.0,"‚¹5,399",13MP,1.25 GHz,Micro SIM and Nano SIM,5MP,"Accelerometer, Proximity Sensor, Light Sensor",151 g,720 x 1280 Pixels
1216,Yes,800,,,10 MB,Dedicated Slot,,Rocktel R3310,,‚¹569,0.3MP,1.0 MHz,,,,,240 x 360$$Pixs
1217,Yes,2730,Yes,Qualcomm Adreno 308,16 GB,Dedicated Slot,,VIVO Y55S ,Android Marshmallow 6,"‚¹10,990",13MP,1.4 GHz,Micro SIM and Nano SIM,5MP,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, (Virtual) Gyroscope",142 g,1280 x 720 Pixels
1218,Yes,3000,,,32 MB,Dedicated Slot,,Winstar W10,,‚¹899,0.8MP,1.2 MHz,Mini SIM,,,130 g,128 x 160$$Pixels
1219,,4000,,,32 GB,,,Lenovo K8 ,Android Nougat 7.1.1,"‚¹9,699",13MP,2.3 GHz,Nano SIM,8MP,Fingerprint Sensor,,1280 x 720
1220,Yes,1000,,,2 MB,,,Samsung Metro 313 Dual Sim,,"‚¹2,025",0.3MP,,Micro SIM,,,75.2 g,320 x 240 pixels
1221,,850,,,32 MB,Dedicated Slot,,Peace FM1,,‚¹499,0.3MP,1.2 MHz,,,,,320 x 240$$Pixels
1222,,850,,,32 MB,Dedicated Slot,,Kechaoda K-55 Plus,,‚¹908,0.3MP,,,,,,320 x 480 Pixels
1223,Yes,2500,,,16 GB,Dedicated Slot,,Panasonic P91 ,Android Nougat 7.0,"‚¹4,405",8MP,1.1 GHz,Micro SIM,,"Proximity Sensor, Accelerometer, Ambient Light Sensor, Gyroscope",,720 x 1280$$Pixels
1224,,400,,,32 MB,,,Chilli C10,,‚¹846,0.3MP,,,,,,320 x 480 Pixels
1225,,850,,,256 MB,Dedicated Slot,,Peace P3,,‚¹587,0.3MP,1 MHz,,,,,320 x 240 Pixels
1226,Yes,1400,,,8 GB,Dedicated Slot,,Karbonn A40 Indian ,Android Nougat 7.0,"‚¹2,949",2MP,1.3 GHz,,0.3MP,,115 g,800x480 Pixels
1227,,1000,,,1 MB,,,ssky K7,,‚¹699,1MP,,,,,,320 x 480 Pixels
1228,Yes,4000,Yes,Huawei EMUI 3.1 LITE,16 GB,,,Honor Holly 2 Plus ,Android Lollipop 5.1,"‚¹6,384",13MP,1.3 GHz,Micro SIM,5MP,"G-Sensor, Proximity Sensor, Light Sensor",160 g,1280 x 720 Pixels
1229,Yes,2500,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,Micromax Canvas Unite 4 Plus ,Android Marshmallow 6,"‚¹6,499",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels
1230,Yes,1000,,,0 MB,Dedicated Slot,,Lava ARC One Plus,,"‚¹1,359",0.3MP,,,,,81 g,240 x 320 pixels
1231,,650,,,32 MB,Dedicated Slot,,Chilli C08,,‚¹842,0.03MP,,,,,,240 x 120 Pixels
1232,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K88 Combo Of Two Mobile,0,"‚¹1,499",0.3MP,,,,,,128 x 160 Pixels
1233,,4000,Yes,,16 GB,,,Panasonic Eluga A2 ,Android Lollipop 5.1,"‚¹7,499",8MP,1 GHz,,5MP,,,1280 x 720 Pixels
1234,,1000,,,64 MB,,,I Kall K16,,‚¹599,0.3MP,,,,,,128 x 160
1235,,950,,,56 MB,Dedicated Slot,,Micromax X803,0,"‚¹1,414",0.03MP,1 MHz,,,,,240 x 320$$Pixels
1236,,2500,,,16 GB,Hybrid Slot,,Coolpad Mega 2.5D ,Android Marshmallow 6.0,"‚¹7,699",8MP,1 GHz,,,,,1280 x 720 Pixels
1237,,1800,,,32 MB,Dedicated Slot,,Karbonn K9 Boss,,"‚¹1,049",0.3MP,,,,,,220 x 320 Pixels
1238,Yes,3000,Yes,Qualcomm Adreno 506,32 GB,Dedicated Slot,No,VIVO V7 ,Android Nougat 7.1,"‚¹16,990",16MP,1.8 GHz,Dual Nano SIM,24MP,"Fingerprint Sensor, Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, Gyroscope",139 g,1440 x 720 Pixels
1239,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K31 Combo of Two Mobile,0,"‚¹1,199",0.3MP,,,,,,128 x 160 Pixels
1240,,1800,,,32 MB,Dedicated Slot,,InFocus Selfie C2,,"‚¹1,025",0.3MP,,Standard SIM,,,,320 x 240$$Pixels
1241,Yes,950,,,64 MB,Dedicated Slot,,Gfive N9 Combo of Two Mobile,0,"‚¹1,099",0.3MP,,,,,,128 x 160$$Pixels
1242,,2000,,,8 GB,Dedicated Slot,,Intex Aqua Q7N Pro ,Android Lollipop 5.1,"‚¹3,149",5MP,1.2 GHz,,,,,480 x 854 Pixels
1243,Yes,1750,Yes,,8 GB,,,Micromax Canvas Blaze 4G+ ,Android Lollipop 5.1,"‚¹3,603",8MP,1 GHz,Mini SIM & Micro SIM,2MP,"Light Sensor, Gravity Sensor, Proximity Sensor",,854x480 Pixel
1244,Yes,1800,,,1 MB,Dedicated Slot,,Celkon C9 Mega,,"‚¹1,295",1.3MP,1 MHz,,,,,240 x 320$$Pixels
1245,,1800,,,64 MB,Dedicated Slot,,Ssky S9007 Rainbow Combo of Two Mobiles,,"‚¹1,940",1.3MP,1.2 MHz,Normal SIM,,,,320 x 420$$Pixels
1246,,2000,,,8 GB,,,Lenovo B ,Android Marshmallow 6,"‚¹4,449",5MP,1 GHz,Micro SIM,,,,480 x 854 Pixels
1247,Yes,1800,,,64 MB,Dedicated Slot,,I Kall K35 Combo Of Two Mobile,0,"‚¹1,499",0.3MP,,,,,,240 x 320 Pixels
1248,,1800,,,100 KB,,,Mafe STAR,,"‚¹1,299",0.3MP,,,,,,0
1249,Yes,4000,Yes,,32 GB,Hybrid Slot,,Lenovo K6 Note ,Android Marshmallow 6,"‚¹9,600",16MP,1.4 GHz,Nano SIM,,,,1080 x 1920 Pixels
1250,Yes,1000,,,32 MB,,,Mtech V7,,‚¹925,0.3MP,,Normal SIM,,,72 g,240 x 320 Pixels
1251,,800,,,64 MB,Dedicated Slot,,MTR 230 Mini,,‚¹640,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
1252,,1000,,,32 KB,Dedicated Slot,,Ziox Starz Flash,,‚¹999,0.3MP,,,,,,320 x 480$$Pixels
1253,,3200,Yes,,16 GB,Dedicated Slot,,Panasonic P66 Mega ,Android Lollipop 5.1,"‚¹5,499",8MP,1.3 GHz,,5MP,,,1280 x 720 Pixels
1254,Yes,1700,,,16 GB,,,Intex Aqua Speed HD ,Android KitKat 4.4.2,"‚¹4,499",8MP,1.3 GHz,,5MP,"Gravity sensor, Proximity sensor, Light Sensor",120 g,1280 x 720 Pixels
1255,,1800,,,256 MB,Dedicated Slot,,Ssky S700,,"‚¹1,040",2MP,1 MHz,,,,,129 x 119$$Pixels
1256,Yes,2000,Yes,,8 GB,,No,Panasonic Eluga I2 4G ,Android Lollipop 5.1,"‚¹5,099",8MP,1 GHz,Micro,,"Accelerometer, proximity",,720*1280
1257,,2450,Yes,,32 GB,Hybrid Slot,,Panasonic Eluga Arc 2 ,Android Marshmallow 6,"‚¹7,690",8MP,1.3 GHz,,5MP,,147 g,720 x 1280 Pixels
1258,Yes,1800,,,64 MB,Dedicated Slot,,1+1=2 D3 Combo of Two Mobile,0,"‚¹1,329",0.3MP,,Normal Sim,,,,240 x 320$$Pixels
1259,,1000,,,32 MB,Dedicated Slot,,Snowtel S20 Oreo,,‚¹549,0.3MP,1 MHz,,,,,320 x 120$$Pixels
1260,,,Yes,,32 GB,,Yes,Apple iPhone 7 ,iOS 10,"‚¹43,999",12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",138 g,1334 x 750 Pixels
1261,Yes,1000,,,64 MB,Dedicated Slot,,Tymes Y2,,‚¹699,1.3MP,1.2 MHz,Normal SIM,,,,240 x 320$$Pixels
1262,,,,,,,,Nokia 5233,,"‚¹3,495",,,,,,,
1263,,1800,,,32 MB,Dedicated Slot,,Gfive M11,No,"‚¹1,099",1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
1264,Yes,3000,Yes,,16 GB,,,Honor Holly 3 ,Android Marshmallow 6,"‚¹7,989",13MP,1.2 GHz,Micro SIM,8MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",168 g,1280 x 720
1265,Yes,1850,Yes,,8 GB,Dedicated Slot,,Lava A76+ 4G with VoLTE ,Android Marshmallow 6,"‚¹3,999",5MP,1.5 GHz,,5MP,Accelerometer,135 g,480 x 854
1266,,2500,,,8 GB,Dedicated Slot,,Celkon U Feel Pro ,Android Marshmallow 6.0,"‚¹3,999",5MP,1.2 GHz,,,,,720 x 1280$$Pixels
1267,Yes,3500,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,Samsung Galaxy S9 Plus ,Android Oreo 8,"‚¹64,900",12MP + 12MP,2.7 GHz,Nano SIM,8MP,,189 g,2960 x 1440 Pixels
1268,,100,,,64 MB,Dedicated Slot,,MU M8600,,‚¹999,1.3MP,,,,,,240 x 240$$Pixels
1269,,1000,,,10 MB,Dedicated Slot,,BlackZone N1103,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1270,Yes,1400,,,512 MB,Dedicated Slot,,Intex Cloud Candy ,Android KitKat 4.4.2,"‚¹2,699",2MP,1 GHz,,,Gravity Sensor,,800 x 480 Pixels
1271,Yes,2500,Yes,Mali-T720-MP1 at 650 MHz,16 GB,Dedicated Slot,,Micromax Spark 4G Prime ,Android Nougat 7,"‚¹5,299",8MP,1.1 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensors, Proximity Sensor, Light Sensor",161 g,480 x 854 Pixels
1272,Yes,1050,,,64 MB,Dedicated Slot,,Kara Passion,,‚¹599,0.3MP,,,,,,320 x 480 Pixels
1273,Yes,4000,Yes,,32 GB,Dedicated Slot,,Honor Holly 4 Plus ,Android Nougat 7,"‚¹11,999",12MP,1.4 GHz,,8MP,"Finger Print Sensor, Acceleromete Proximity Ambient Light Sensor, G-Sensor",,1280 x 720$$Pixels
1274,Yes,3000,Yes,,16 GB,Dedicated Slot,,LG Stylus 2 Plus ,Android Marshmallow 6,"‚¹14,230",16MP,1.4 GHz,Nano SIM,8MP,"Proximity Sensor, Accelerometer, Digital Compass, Ambient Light Sensor, Hall IC Sensor",145 g,1920 x 1080 Pixels
1275,,800,,,1 MB,,,JIVI X3i,,‚¹709,1.3MP,,Normal SIM,,,95 g,169 x 128 Pixel
1276,Yes,2400,,,8 GB,Dedicated Slot,,Intex Aqua Lions 2 ,Android Nougat 7.0,"‚¹4,060",5MP,1.4 GHz,Micro SIM and Mini SIM,5MP,"Light Sensor, Proximity Sensor, Gravity Sensor",,854 x 480$$Pixels
1277,Yes,800,,,,,,Celkon C26,,"‚¹1,298",1.3MP,,Mini SIM,,,75 g,240 x 320 pixels
1278,,1800,,,32 MB,Dedicated Slot,,Ssky S9007 Rainbow,,"‚¹1,070",1.3MP,1.2 MHz,,,,,129 x 119$$Pixels
1279,Yes,2300,Yes,Aderno 200,16 GB,Hybrid Slot,,ZOPO F2 ,Android Marshmallow 6.0,"‚¹6,399",8MP,1.3 GHz,Micro SIM,5MP,,,1280 x 720 Pixels
1280,Yes,2200,,,64 MB,Dedicated Slot,,1+1=2 D4,0,‚¹729,0.3MP,,,,,,240 x 320$$Pixels
1281,Yes,2200,Yes,Mali-T720,16 GB,,No,Intex Cloud Crystal 2.5 D ,Android Lollipop 5.1,"‚¹5,249",8MP,1.0 GHz,Micro SIM,2MP,Light Sensor/Proximity sensor/G-Sensor,148 g,1280*720
1282,,2200,Yes,,16 GB,Dedicated Slot,,Panasonic P100 ,Android Nougat 7.0,"‚¹5,299",8MP,1.25 GHz,Micro SIM and Micro SIM,5MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Fingerprint Sensor",174.8 g,1280 x 720 Pixels
1283,,1000,,,32 MB,Dedicated Slot,,Snowtel S20 Oreo,,‚¹549,0.3MP,1 MHz,,,,,320 x 120$$Pixels
1284,,3900,Yes,ARM Mali-T880 MP2 900MHz,64 GB,Dedicated Slot,Yes,Maze Alpha ,Android Nougat 7.0,"‚¹14,310",13MP,2.5,,,,,1920 x 1080$$Pixels
1285,Yes,3300,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
1286,Yes,4000,Yes,Adreno 506,32 GB,Hybrid Slot,,Redmi Note 5 ,Android Nougat 7.1.2,"‚¹9,999",12MP,2 GHz,Nano SIM and Nano SIM,5MP,"Fingerprint Scanner, Ambient Light Sensor, Proximity Sensor, E Compass, Accelerometer, Hall Sensor, Gyroscope",180 g,2160 x 1080 Pixels
