ID,3.5mm jack,Battery,Clock Speed,Card slot,GPS Support,GPU,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight
3152,Yes,1830,1.4 GHz Scorpion,No,Yes,Adreno 205,"16 GB, 512 MB RAM",,Nokia Lumia 900 AT&T,Microsoft Windows Phone 7.5 Mango,About 160 EUR,"8 MP, Carl Zeiss optics, autofocus, dual-LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Micro-SIM,"1.3 MP, VGA@30fps","Accelerometer, gyro, proximity, compass",160 g (5.64 oz)
3153,Yes,1500,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX540,"16 GB, 512 MB RAM",,Motorola Milestone XT883,Android 2.3 (Gingerbread),About 230 EUR,"8 MP, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~275 ppi density)",Mini-SIM,VGA,"Accelerometer, proximity, compass",184 g (6.49 oz)
3154,No,1000,,"microSD, up to 8 GB",No,,,,Celkon C349+,,,Yes,128 x 160 pixels (~114 ppi density),Dual SIM,No,,-
3155,Yes,1000,,"microSD, up to 16 GB (dedicated slot)",No,,,,Celkon C570,,,1.3 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Dual SIM (Mini-SIM),No,,-
3156,Yes,2300,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,BLU Studio G Max,Android 6.0 (Marshmallow),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","8 MP, LED flash","Accelerometer, proximity",146 g (5.15 oz)
3157,Yes,3800,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,Mali-400,"8 GB, 1 GB RAM",,BLU Life View 8.0 ,Android 4.4.2 (KitKat),,"3.15 MP, LED flash","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Micro-SIM,VGA,"Accelerometer, proximity",350 g (12.35 oz)
3158,No,,,microSD (dedicated slot),No,,120 MB,,Samsung G400 Soul,,About 120 EUR,"5 MP, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,Videocall camera,,107.8 g (3.77 oz)
3159,No,650,,"microSD, up to 2 GB (dedicated slot)",No,,,,Motorola WX395,,About 70 EUR,1.3 MP,128 x 160 pixels (~117 ppi density),Mini-SIM,No,,83 g without battery (2.93 oz)
3160,Yes,2000,Dual-core 1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 203,"4 GB, 768 MB RAM",,Nokia XL,Android 4.1.2 (Jelly Bean),About 100 EUR,"5 MP (f/2.8, 32mm, 1/4""), autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~187 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",2 MP,"Accelerometer, proximity",190 g (6.70 oz)
3161,Yes,2950,Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (uses SIM 2 slot)",Yes,Adreno 306,"16 GB, 2 GB RAM",Yes,Samsung Galaxy E7,"Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)",About 230 EUR,"13 MP (f/2.1, 27mm), autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","5 MP (f/2.2, 23mm), 1080p@30fps","Accelerometer, proximity",141 g (4.97 oz)
3162,Yes,1300,800 MHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 200,"4 GB, 512 MB RAM",,Samsung Galaxy Appeal I827,Android 2.3 (Gingerbread),About 120 EUR,3.15 MP,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Mini-SIM,No,"Accelerometer, proximity",114.2 g (4.02 oz)
3163,Yes,1750,Quad-core 1.0 GHz Cortex-A53,"microSD, up to 32 GB",Yes,Mali-T720MP2,"8 GB, 1 GB RAM",,Micromax Bolt Selfie Q424,Android 5.1 (Lollipop),,"5 MP, autofocus, LED flash","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, proximity",-
3164,No,1000,,No,No,,5 MB,,Motorola V195,,About 60 EUR,,128 x 160 pixels,Mini-SIM,,,100 g (3.53 oz)
3165,No,750,,microSD (dedicated slot),No,,10 MB,,Samsung E250,,About 90 EUR,VGA,128 x 160 pixels (~102 ppi density),Mini-SIM,No,,80 g (2.82 oz)
3166,No,500,52 MHz,"microSD, up to 2 GB (dedicated slot)",No,,0.4 MB,,alcatel OT-310,,,,160 x 128 pixels (~114 ppi density),Mini-SIM,,,76 g (2.68 oz)
3167,No,920,,No,No,,,,Motorola C155,,,,"98 x 67 pixels, 5 lines, 3:2 ratio",Mini-SIM,,,80 g (2.82 oz)
3168,No,,,No,No,,,,alcatel OT 715,,,,"100 x 150 pixels, 10 lines, 3:2 ratio",Mini-SIM,,,88 g (3.10 oz)
3169,Yes,2000,Quad-core 1.2 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,,"8 GB,  1 GB RAM",Yes,Samsung Galaxy Core Lite LTE,Android 4.3 (Jelly Bean),About 210 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~199 ppi density)",Micro-SIM,No,"Accelerometer, proximity",149 g (5.26 oz)
3170,Yes,2000,Quad-core 1.1 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Adreno 304,"8 GB, 1 GB RAM",,BLU Studio Selfie LTE,Android 5.1 (Lollipop),,"5 MP, autofocus, LED flash","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Nano-SIM,"5 MP, LED flash","Accelerometer, proximity",155 g (5.47 oz)
3171,Yes,3000,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"microSD, up to 256 GB",Yes,Adreno 530,"32 GB, 4 GB RAM",Yes,Samsung Galaxy S7 ,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)",Nano-SIM,"5 MP (f/1.7, 22mm, 1/4.1"", 1.34 Âµm), dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",152 g (5.36 oz)
3172,Yes,2600,Quad-core 2.3 GHz Krait 400,"microSD, up to 64 GB (dedicated slot)",Yes,Adreno 330,"16/32 GB, 2 GB RAM",Yes,Samsung Galaxy S4 Active LTE-A,Android 4.2.2 (Jelly Bean),About 410 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.14 Âµm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Micro-SIM,"2 MP (f/2.4, 31mm), 1080p@30fps, dual video call","Accelerometer, gyro, proximity, compass, barometer, gesture",147 g (5.19 oz)
3173,No,700,,No,No,,11 MB,,Nokia 1680 classic,,About 40 EUR,VGA,128 x 160 pixels (~111 ppi density),Mini-SIM,No,,73.7 g (2.57 oz)
3174,Yes,1500,800 MHz Scorpion,"microSD, up to 32 GB (dedicated slot), 2 GB included",Yes,Adreno 205,"2 GB, 512 MB RAM",,HTC EVO Shift 4G,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",About 120 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~259 ppi density)",Mini-SIM,Yes,"Accelerometer, proximity, compass",130 g (4.59 oz)
3175,Yes,2500,Octa-core 1.4 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-450MP4,"16 GB, 2 GB RAM",,Micromax Canvas Nitro 3 E352,Android 5.1 (Lollipop),About 120 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",-
3176,Yes,2000,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX544,"16 GB (10 GB user available), 1 GB RAM",,Micromax Canvas 4 A210,Android 4.2.1 (Jelly Bean),About 230 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM (dual stand-by),"5 MP, 720p","Accelerometer, proximity",158 g (5.57 oz)
3177,Yes,1400,1.0 GHz,"microSD, up to 32 GB",No,,"512 MB/ 2 GB, 256 MB RAM",,Celkon A35k,Android 4.4.2 (KitKat),About 40 EUR,3.15 MP,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Dual SIM (Mini-SIM),VGA,"Accelerometer, proximity",102 g (3.60 oz)
3178,No,800,,"microSD, up to 16 GB (dedicated slot)",No,,100 MB,,Samsung T249,,About 100 EUR,1.3 MP,176 x 220 pixels,Mini-SIM,No,,91 g (3.21 oz)
3179,No,820,,No,No,,5 MB,,Motorola E378i,,,VGA,176 x 220 pixels,Mini-SIM,No,,102 g (3.60 oz)
3180,Yes,1390,720 MHz Cortex-A8,"microSD, up to 32 GB (dedicated slot), 8 GB included",Yes,,"512 MB, 256 MB RAM",,Motorola XT720 MOTOROI,Android 2.1 (Eclair),About 250 EUR,"8 MP, autofocus, Xenon flash","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",139 g (4.90 oz)
3181,Yes,1500,Quad-core 1.2 GHz,"microSD, up to 32 GB",Yes,Mali-400,"4 GB, 512 MB RAM",,Celkon Q405,Android 4.4 (KitKat),,"3.15 MP, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM,1.3 MP,"Accelerometer, proximity",137 g (4.83 oz)
3182,Yes,1200,,"microSD, up to 32 GB (dedicated slot)",No,,,,Celkon C7070,,About 40 EUR,2 MP,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Dual SIM (Mini-SIM),No,,-
3183,Yes,1830,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 305,"8 GB, 512 MB/ 1 GB RAM",,Nokia Lumia 635,Microsoft Windows Phone 8.1,About 110 EUR,"5 MP (1/4""), autofocus","480 x 854 pixels, 16:9 ratio (~221 ppi density)",Micro-SIM,No,"Accelerometer, sensor core",134 g (4.73 oz)
3184,No,1000,,"microSD, up to 16 GB (dedicated slot)",No,,160 MB,,Samsung F480i,,About 100 EUR,"5 MP, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,VGA videocall camera,,106 g (3.74 oz)
3185,Yes,3000,Octa-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB",Yes,Adreno 505,"32 GB, 3 GB RAM",,Motorola Moto G5S,"Android 7.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",About 180 EUR,"16 MP, f/2.0, phase detection autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","5 MP, f/2.0, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",157 g (5.54 oz)
3186,No,1000,,No,No,,,,Nokia 3330,,,,5 lines,Mini-SIM,,,133 g (2.86 oz)
3187,Yes,820,,"microSD, up to 32 GB (dedicated slot)",No,,"1 GB ROM, 256 MB RAM",,BLU Neo XT,,About 70 EUR,"3.15 MP, LED flash","240 x 400 pixels, 5:3 ratio (~155 ppi density)",Mini-SIM,No,,120 g (4.23 oz)
3188,Yes,1800,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB (dedicated slot)",Yes,Mali-400MP2,"4 GB, 1 GB RAM",,BLU Life Play S,Android 4.2 (Jelly Bean),About 130 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, proximity, compass",109 g (3.84 oz)
3189,No,3200,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 430,"32 GB, 3 GB RAM",Yes,HTC 10 evo,Android 7.0 (Nougat),About 240 EUR,"16 MP, f/2.0, OIS, phase detection autofocus, dual-LED flash, check quality","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Nano-SIM,"8 MP, f/2.4, 1080p, Auto-HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",174 g (6.14 oz)
3190,Yes,1000,208 MHz,"microSD, up to 16 GB (dedicated slot)",No,,2 MB,,alcatel OT-838,,About 60 EUR,2 MP,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,,101 g (3.56 oz)
3191,Yes,1400,,"microSD, up to 8 GB (dedicated slot)",No,,,,Celkon C64,,About 20 EUR,1.3 MP,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",Dual SIM (Mini-SIM),No,,-
3192,Yes,2470,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 405,"16 GB, 2 GB RAM",,Motorola Moto G Turbo Edition,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)",About 280 EUR,"13 MP, f/2.0, autofocus, dual-LED dual-tone flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2, auto-HDR","Accelerometer, proximity",155 g (5.47 oz)
3193,No,800,,No,No,,2 MB,,Samsung T229,,About 80 EUR,VGA,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,85 (3.00 oz)
3194,Yes,3300,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 506,"16 GB, 2 GB RAM",,Samsung Galaxy J7 V,Android 7.0.1 (Nougat),About 240 USD,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Nano-SIM,5 MP,"Accelerometer, gyro, proximity, compass",167.3 g (5.89 oz)
3195,No,860,,No,No,,8 MB,,Nokia 1661,,About 30 EUR,,128 x 160 pixels (~114 ppi density),Mini-SIM,,,82 g (2.89 oz)
3196,Yes,800,,"microSD, up to 32 GB (dedicated slot)",No,,"64 MB ROM, 16 MB RAM",,Nokia 109,,About 40 EUR,,128 x 160 pixels (~114 ppi density),Mini-SIM,,,77 g (2.72 oz)
3197,No,760,,No,No,,,,Nokia 2650,,,,"128 x 128 pixels, 1:1 ratio",Mini-SIM,,,96 g (3.39 oz)
3198,Yes,1860,Quad-core 1.2 GHz Cortex-A5,"microSD, up to 64 GB (dedicated slot)",Yes,Adreno 203,"8 GB, 1 GB RAM",Yes,HTC Desire 600 dual sim,Android 4.1.2 (Jelly Bean),About 290 EUR,"8 MP (1/3.2"", 1.4 Âµm), autofocus, LED flash, check quality","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Dual SIM (Micro-SIM, dual stand-by, dual active)",1.6 MP,"Accelerometer, proximity",130 g (4.59 oz)
3199,Yes,1850,Dual-core 1.5 GHz Scorpion,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 220,"16 GB, 1 GB RAM",Yes,Samsung Galaxy S II Skyrocket i727,"Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",About 180 EUR,"8 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Mini-SIM,2 MP,"Accelerometer, gyro, proximity, compass",130.5 g (4.59 oz)
3200,No,1000,,No,No,,2 MB,,Samsung M110,,About 80 EUR,"VGA, LED flash","128 x 128 pixels, 1:1 ratio (~119 ppi density)",Mini-SIM,No,,95 g (3.35 oz)
3201,Yes,960,,"microSD, up to 16 GB (dedicated slot)",No,,50 MB,,Samsung M3710 Corby Beat,,About 120 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,,97 g (3.42 oz)
3202,Yes,2500,Quad-core 1.1 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 304,"8 GB, 1 GB RAM",,alcatel Pop 4,Android 6.0 (Marshmallow),About 80 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Accelerometer, proximity, compass (optional)",-
3203,Yes,750,460 MHz,"microSD, up to 32 GB (dedicated slot)",No,,128 MB,,alcatel 2052,,About 50 EUR,VGA,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,74 g (2.61 oz)
3204,Yes,1800,Quad-core 1.3 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,,"4 GB, 512 MB RAM",,alcatel Pop D5,Android 4.4.2 (KitKat),About 100 EUR,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Micro-SIM,VGA,Accelerometer,150 g (5.29 oz)
3205,Yes,930,,"microSD, up to 32 GB (dedicated slot), 2 GB included",No,,32 MB,,Motorola Motocubo A45,,About 100 EUR,2 MP,"320 x 240 pixels, 4:3 ratio (~160 ppi density)",Mini-SIM,No,,110 g (3.88 oz)
3206,No,,,No,No,,5 MB,,Motorola V501,,,VGA,"176 x 220 pixels, 8 lines",Mini-SIM,No,,113 g (3.99 oz)
3207,No,850,,No,No,,,,Nokia 2300,,,,"96 x 65 pixels, 4 lines, 3:2 ratio",Mini-SIM,,,92 g (3.25 oz)
3208,Yes,2500,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 64 GB (dedicated slot)",Yes,Mali-T720,"16 GB, 2 GB RAM",,Micromax Canvas 1,Android 7.0 (Nougat),About 7000 INR,"8 MP (f/2.2, 1.4 Âµm), autofocus, dual-LED dual-tone flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,"5 MP, LED flash","Accelerometer, proximity",150 g (5.29 oz)
3209,Yes,2500,Octa-core 1.7 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-450MP4,"8 GB, 2 GB RAM",,Micromax A310 Canvas Nitro,Android 4.4.2 (KitKat),About 170 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",-
3210,Yes,1150,,"microSD, up to 8 GB (dedicated slot)",Yes,,189 MB,,Samsung A897 Mythic,,About 120 EUR,"3.15 MP, autofocus, LED flash","360 x 640 pixels, 16:9 ratio (~223 ppi density)",Mini-SIM,No,Accelerometer,108 g (3.81 oz)
3211,No,315,800 MHz,No,No,,"4 GB, 512 MB RAM",,Samsung Galaxy Gear,Tizen-based wearable platform,About 270 EUR,"1.9 MP, autofocus","320 x 320 pixels, 1:1 ratio (~278 ppi density)",No,No,"Accelerometer, gyro",73.8 g (2.61 oz)
3212,Yes,1200,832 MHz ARM 11,"microSD, up to 32 GB (dedicated slot)",Yes,,3 GB,,Samsung Galaxy Pocket Duos S5302,Android 2.3 (Gingerbread),About 90 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",No,"Accelerometer, compass",103 g (3.63 oz)
3213,Yes,1320,600 MHz Cortex-A8,"microSD, up to 16 GB (dedicated slot)",Yes,PowerVR SGX530,"32 GB, 256 MB RAM",,Nokia N900,Maemo 5,About 160 EUR,"5 MP, Carl Zeiss optics, autofocus, Dual-LED flash, check quality","800 x 480 pixels, 5:3 ratio (~267 ppi density)",Mini-SIM,VGA,"Accelerometer, proximity",181 g (6.38 oz)
3214,Yes,1500,400 MHz ARM 11,microSD (dedicated slot),Yes,Adreno 130,"8 GB, 288 MB RAM, 256 MB ROM",,HTC MAX 4G,Microsoft Windows Mobile 6.1 Professional,About 310 EUR,"3.15 MP, autofocus","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Mini-SIM,VGA videocall camera,"Accelerometer, proximity",151 g (5.33 oz)
3215,Yes,3000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"4 GB, 512 MB RAM",,BLU Energy Diamond Mini,"Android 5.1 (Lollipop), planned upgrade to 6.0 (Marshmallow)",,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",2 MP,Accelerometer,142 g (5.01 oz)
3216,Yes,1500,Dual-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)",No,,"256 MB, 512 MB RAM",,Celkon A20,Android 4.2.0 (Jelly Bean),About 60 EUR,3.15 MP,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM (Mini-SIM),VGA,"Proximity, gyro",-
3217,Yes,850,245 MHz,No,No,,,,alcatel OT-330,,,,128 x 160 pixels (~114 ppi density),Mini-SIM,,,-
3218,No,950,,"microSD, up to 1 GB (dedicated slot)",No,,72 MB,,Samsung D600,,,"2 MP, LED flash","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Mini-SIM,No,,103 g (3.35 oz)
3219,Yes,1130,,"microSD, up to 8 GB (dedicated slot)",No,,30 MB,,Motorola A1210,Linux,About 120 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~167 ppi density)",Mini-SIM,No,,125 g (4.41 oz)
3220,Yes,2800,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,Micromax Canvas Selfie Lens Q345,Android 5.0 (Lollipop),About 120 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, proximity",144 g (5.08 oz)
3221,Yes,1500,1.0 GHz,"microSD, up to 16 GB (dedicated slot)",No,,"512 MB, 256 MB RAM",,Micromax A59 Bolt,Android 4.1.2 (Jelly Bean),About 50 EUR,"1.3 MP, LED flash","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Dual SIM (Mini-SIM),No,Accelerometer,-
3222,Yes,1300,1.4 GHz Scorpion,No,Yes,Adreno 205,"8 GB, 512 MB RAM",,Nokia Lumia 710,Microsoft Windows Phone 7.5 Mango,About 100 EUR,"5 MP, autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Micro-SIM,No,"Accelerometer, proximity, compass",125.5 g (4.41 oz)
3223,No,500,,No,No,,,,Motorola Timeport 260,,,,5 lines,Mini-SIM,,,108 g (3.81 oz)
3224,Yes,3300,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz)
3225,Yes,1500,Dual-core 1.0 GHz Cortex-A9 (3G) / Dual-core 1.2 GHz Krait (LTE),"microSD, up to 64 GB (dedicated slot)",Yes,Broadcom VideoCore IV (3G) / Adreno 305 (LTE),"4 GB (3G) / 8 GB (LTE), 1 GB RAM",Yes,Samsung Galaxy Ace 3,Android 4.2 (Jelly Bean),About 130 EUR,"5 MP, f/2.6, autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",VGA,"Accelerometer, proximity, compass",115 g (3G) / 119.5 g (LTE) (4.06 oz)
3226,Yes,2000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,BLU Studio Pro,Android 7.0 (Nougat),,"Dual: 8 MP + 2 MP, dual-LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM (Micro-SIM),"5 MP, LED flash",Accelerometer,151 g (5.33 oz)
3227,Yes,2900,Octa-core 1.3 GHz Cortex-A53,"microSD, up to 64 GB",Yes,Mali-T720MP3,"16 GB, 2 GB RAM",,BLU Life One X ,"Android 5.1 (Lollipop), upgradÐ°ble to 6.0 (Marshmallow)",,"13 MP, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Accelerometer, proximity, compass",141 g (4.97 oz)
3228,Yes,1500,800 MHz Cortex-A8,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX530,"2 GB, 512 MB RAM",,Motorola MOTO ME525,Android 2.2 (Froyo),About 150 EUR,"5 MP, autofocus, LED flash","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",118 g (4.16 oz)
3229,No,960,,microSD (dedicated slot),Yes,,110 MB,,Samsung S7220 Ultra b,,About 90 EUR,"5 MP, autofocus, LED flash","320 x 240 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,Yes,Accelerometer,90 g (3.17 oz)
3230,Yes,3000,Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 64 GB (uses SIM 2 slot)",Yes,Mali-T860MP2,"64 GB, 4 GB RAM",,BLU Pure XR,Android 6.0 (Marshmallow),,"16 MP, f/1.8, phase detection and laser autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","8 MP, 1/4""","Fingerprint (front-mounted), accelerometer, gyro, proximity",147.2 g (5.19 oz)
3231,Yes,860,,No,No,,32 MB,,Nokia 2220 slide,,About 50 EUR,VGA,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,93.5 g (3.28 oz)
3232,Yes,8200,Dual-core 1.5 GHz Krait,"microSD, up to 64 GB (dedicated slot)",Yes,Adreno 305,"32/64 GB, 2 GB RAM",Yes,Samsung Ativ Tab P8510 ,Microsoft Windows RT,About 440 EUR,"5 MP, autofocus, LED flash","1366 x 768 pixels, 16:9 ratio (~155 ppi density)",No,1.9 MP,"Accelerometer, gyro, grip",570 g (1.26 lb)
3233,No,850,,No,No,,29 MB,,Nokia 7600,,,VGA,128 x 160 pixels (~102 ppi density),Mini-SIM,No,,123 g (4.34 oz)
3234,No,700,,No,No,,5 MB,,Motorola V600,,,VGA,"176 x 220 pixels, 8 lines",Mini-SIM,No,,115 g (4.06 oz)
3235,Yes,1000,,"microSD, up to 8 GB (dedicated slot)",No,,,,Celkon C5050,,About 40 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Dual SIM (Mini-SIM),No,,89 g (3.14 oz)
3236,No,800,,microSD (dedicated slot),No,,73 MB,,Samsung D820,,About 110 EUR,"1.3 MP, 180 deg rotating lens","240 x 320 pixels, 4:3 ratio (~190 ppi density)",Mini-SIM,No,,99 g (3.49 oz)
3237,Yes,1785,1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX531,"4 GB, 1 GB RAM",,Motorola RAZR D1,"Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat)",About 150 EUR,"5 MP, autofocus","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Single SIM or Dual SIM (dual stand-by),No,"Accelerometer, proximity, compass",110 g (3.88 oz)
