,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
431,,,,,,,,3.5 mm,,1200 mAh,,Yes,3,,,,,,,2.4 inch,,,32 GB,Yes,,,,,,,,,16 MB,,,Dedicated Slot,,,,,Nokia 3310 DSÂ Â (Grey),0,Polarized Layer for Better Readability in Sunlight,,"‚¹3,285",2MP,Yes,,,,,,,240 x 320 pixels,,,,Yes,,,,,,,GSM,,,,,,
432,,,HSPA+,,,,,3.5 mm,,3500 mAh,,Yes,,,,,,,16.7 M,5 inch,,,32 GB,Yes,,,,,Yes,,,,8 GB,"3G, GPRS, EDGE, Wi-Fi",,Dedicated Slot,,,,,"Intex Aqua Lions 3G (Grey, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1,"IPS Display, 2-finger Touch, 294 PPI",,"‚¹4,290",5MP,Yes,"Auto Focus, Slow Motion Video, Lens: CHT845B, Aperture: F2.8, Sensor: OV5648",1.2 GHz,Quad Core,Spreadtrum SC7731 32-bit,,1 GB,1280 x 720 Pixels,,,,Yes,2MP,Yes,"Fixed Focus, Lens: M206A, Aperture: F2.8, Sensor: GC2355V",G-Sensor,,,"GSM, WCDMA",,,,,172 g,
433,,,,,,,,,,1000 mAh,,,,,,,,,,1.77 inch,,,,,,,,,,,,,64 MB,,,Dedicated Slot,,,,,Trio T4 FlashÂ Â (Black Red),,,,‚¹599,1.3MP,,,1.2 MHz,,,,32 MB,128 x 160$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
434,,,,,,,,,,1300 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Micromax X1i-2017Â Â (Blue),,,,"‚¹1,199",0.08MP,,,,,,,32 MB,320 x 480 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
435,,,,,,,,,,2400 mAh,,,,,,,,,16.7,5 inch,,,,,,,,,,,Yes,,16 GB,,,,,,,,"Intex Elyt Dual (Black, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,,,"‚¹5,999",8MP,Yes,,1.3 GHz,Quad Core,,,2 GB,720 x 1280$$Pixels,,,,Yes,,Yes,,"G-Sensor, P-Sensor, L-Sensor",,,"4G LTE, GSM",,,,,150 g,
436,,,,,,,,,,800 mAh,,,,,,,,,,1.77 inch,,,,,,,,,,,,,64 MB,,,Dedicated Slot,,,,,MTR 230 MiniÂ Â (Blue & Black),,,,‚¹600,0.3MP,,,1.4 MHz,,,,64 MB,120 x 240$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
437,,,,,,,,3.5 mm,,5020 mAh,,Yes,4,,,,,,,6 inch,AMOLED,,128 GB,Yes,,,Class 12,,Yes,,,,64 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)Â Â (3 GB RAM)",Android Lollipop 5.1,"2.5 D Curved Display, Water Drop Screen, 5-point Multi-touch",,"‚¹26,999",13MP,Yes,"Auto Focus, Geo-tagging, Panorama, HDR, Take Anytime, Professional, Magic Focus, Face Beauty, Pic Note, Filter, Night Mode, Ultra Pixel, Smart Scene, Scan, GIF, Mood Photo, Image+",1.3 GHz,Octa Core,Mediatek MT6753 Octa Core 1.3GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,5MP,Yes,"Fixed Focus, 2.0 Aperture","Fingerprint Sensor, G-Sensor, Light Sensor, eCompass, Motion Sensor, Proximity Sensor, Gyro Sensor, Digital Compass",,,"4G LTE, GSM",,,,,210.8 g,802.11 b/g/n
438,,,,,,,,,,800 mAh,,,,,,,,,,1.8 inch,TFT,,,,,,,,,,,,64 MB,,,,,,,,"Adcom 111Â Â (Black, Blue)",,,,‚¹588,0.3MP,,,,,,,32 MB,160 x 128,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,125 g,
439,,,,,,,,,,800 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,10 MB,,,Dedicated Slot,,,,,Rocktel W7Â Â (Black),,,,‚¹569,0.03MP,,,,,,,10 MB,128 x 160 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
440,,,"42 Mbps HSDPA; 5.76 Mbps HSUPA, HSPA+",,,,,3.5 mm,,3000 mAh,,Yes,4,,,,,,,5.5 inch,,,128 GB,,,,,,Yes,Gfx 6 Series Graphic Chip,,,128 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,,"Asus Zenfone 2 ZE551ML (Silver, 128 GB)Â Â (4 GB RAM)",Android Lollipop 5,IPS Display with Corning Gorilla Glass 3,,"‚¹29,999",13MP,Yes,"Auto Focus, PixelMaster",2.3 GHz,Quad Core,Intel Atom Z3580,,4 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,5MP,Yes,"Fixed Focus, Wide View, PixelMaster, Real Time Beautification","Accelerometer, eCompass, Proximity Sensor, Gyroscope, Ambient Light Sensor, Hall Sensor",,,"4G LTE, GSM",,,,,170 g,802.11 a/b/g/n/ac
441,,,,,,,,3.5 mm,,950 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,GLX W5 Combo of Two MobilesÂ Â (Red & Black),0,,,"‚¹1,119",0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
442,,,,,,,,,,2700 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,,,2 TB,,,,,,Yes,,,,16 GB,"4G, 3G, Wi-Fi",,,,,,,"HTC Desire 825 (Sprinkle White, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,Display Density: 269 dpi,,"‚¹12,580",13MP,Yes,Camera Resolution: 4224 x 3136 Pixels,1.6 GHz,Quad Core,MSM8928-AC,,2 GB,1280 x 720,,,Nano SIM,Yes,5MP,Yes,Camera Resolution: 2560 x 1920 Pixels,,,,"4G LTE, 4G LTE",,,,,155 g,
443,,,HSPA+,,,,,3.5 mm,,3500 mAh,,Yes,,,,,,,16.7 M,5 inch,,,32 GB,Yes,,,,,Yes,,,,8 GB,"3G, GPRS, EDGE, Wi-Fi",,Dedicated Slot,,,,,"Intex Aqua Lions 3G (Grey, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1,"IPS Display, 2-finger Touch, 294 PPI",,"‚¹4,290",5MP,Yes,"Auto Focus, Slow Motion Video, Lens: CHT845B, Aperture: F2.8, Sensor: OV5648",1.2 GHz,Quad Core,Spreadtrum SC7731 32-bit,,1 GB,1280 x 720 Pixels,,,,Yes,2MP,Yes,"Fixed Focus, Lens: M206A, Aperture: F2.8, Sensor: GC2355V",G-Sensor,,,"GSM, WCDMA",,,,,172 g,
444,,,,,,,,,,1500 mAh,,,,,,,,,,2.4 inch,TFT,,,,,,,,,,,,,,,Hybrid Slot,,,,,Forme Mini 1Â Â (Blue),,,,‚¹999,0.3MP,,,,,,,,320 x 240 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
445,,,,,,,,3.5 mm,,4010 mAh,,Yes,4,,,,,,,5.5 inch,,,64 GB,,,,,,,,,,32 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,,"Coolpad Note 5 (Royal Gold, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"78% Screen to Body Display, 2.5D Curved Glass",,"‚¹11,490",13MP,Yes,"6-piece Lens, f/2.2 Aperture, Noise Free Images",1.5 GHz,Octa Core,MSM8952 Snapdragon 617 ARM Cortex A53,,4 GB,1920 x 1080 pixels,,,,Yes,8MP,Yes,"6-piece Lens, f/2.2 Aperture, Selfies","Accelerometer, Geomagnetic Sensor, Proximity Sensor, Light Sensor, Fingerprint Sensor",,,"4G LTE, 4G LTE",,,,,173.4 g,802.11 b/g/n
446,,,HSPA Data Rate - 42 Mbps / 5.76 Mbps,,,,,3.5 mm,,3200 mAh,,Yes,4,,,,,,,5.5 inch,,,128 GB,,,,,,Yes,Mali T86 MP2,Yes,,64 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,,"OPPO F3 (Gold, 64 GB)Â Â (4 GB RAM)",Android Marshmallow 6,Screen Off Gestures,,"‚¹16,990",13MP,Yes,"Auto Focus, Zoom, Shutter Sound, Picture Format: JPG, Effect: Normal / HDR / Panorama / Beautify / Audio Photo / GIF / RAW / Superzoom, Flash Shot, Environment, Share the Pic, Preview, Main LCD, Face Detection",1.5 GHz,Octa Core,Mediatek MT6750T Octa Core 1.5GHz,,4 GB,1920 x 1080 pixels,,,Nano SIM and Nano SIM,Yes,16MP + 8MP,Yes,"Wide Angle: 16 MP 78.1Degree + 8 MP 120Degree, Secondary Camera Sensor: CMOS, Self-timer, HDR, ZSL, Self-timer, Full View, Image Stabilizer, Panorama, Consecutive Capture, Face Beauty, Fixed Focus","Fingerprint Sensor, E-compass, G-sensor, Light and Proximity Sensor",,,"4G LTE, WCDMA",,,,,153 g,802.11 a/b/g/n
447,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
448,,,,,,,,,,3180 mAh,,Yes,4.2,,,,,,,5.7 inch,TFT,,256 GB,No,,,,,Yes,,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"OPPO A83 (Black, 32 GB)Â Â (3 GB RAM)",Android Nougat 7.1,83.9% (Display Area AA Peripheral Edge Size / Front Glass Area),,"‚¹12,350",13MP,Yes,"F2.2, AF, Facial Unlock, Bokeh Effect, Sensor Size / Pixel Size: 1 / 3.06 inch, 1.12micrometer, Wide-angle - 81Degree, Focal Length: 3.462mm, Macro Lens: Rear Macro 8cm, 5P Lens, Ordinary Camera, Video, Professional Mode, Time-lapse Photography, Panorama",2.5 GHz,Octa Core,MT6763T,,3 GB,1440 x 720 Pixels,,,,,8MP,Yes,"F2.2, Wide-angle - Front 85Degree, Sensor Size / Pixel Size - 1/4 inch, 4P Lens, Blur, Beauty, Filters, Panorama, HDR, Photo Management, AI Beauty","Geomagnetic Induction, Light Sensor, Distance Sensor, Gravity Sensor",,,"4G VoLTE, WCDMA, GSM",,,,,143 g,802.11 a/b/g/n (2.4G / 5G Dual-band)
449,,,,,,,,No,,600 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Gfive A98Â Â (Gold),,,,"‚¹1,039",0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,Normal SIM,,0.3MP,Yes,,,,,"GSM, GSM",,,,,,
450,,,,,,,,3.5 mm Stereo,,3000 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,Super AMOLED,,256 GB,,,,,,Yes,,,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"Samsung Galaxy J7 Nxt (Black, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,,,"‚¹9,990",13MP,Yes,"f1.9, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,2 GB,1280 x 720 Pixels,,,Micro SIM (3FF),,5MP,Yes,f2.2,"Accelerometer, Proximity Sensor",,,4G LTE,,,,,170 g,802.11 b/g/n (2.4 GHz)
451,,,,,,,,,,800 mAh,,Yes,,,,,,,,1.8 inch,TFT,,8 GB,Yes,,,,,,,,,32 MB,,,,,,,,Rocktel W13Â Â (Blue),,,,‚¹569,0.3MP,,,50 MHz,,0 0 0 50MHz,,10 MB,128*160,,,Full Size Sim,Yes,,,,,,,"GSM, GSM",,,,,,
452,,,,,,,,,,800 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Micromax X412Â Â (Black & Grey),,,,‚¹747,0.3MP,,,1.2 MHz,,,,32 MB,128 x 160$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
453,,,,,,,,,,600 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,No,,,,,,,,,32 MB,,,Hybrid Slot,,,,,Winstar C1Â Â (Blue),,,,‚¹895,0.3MP,Yes,,1 MHz,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,No,,,"GSM, GSM",,,,,,
454,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
455,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
456,,,,,,,,,,950 mAh,,,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,16 MB,,,Dedicated Slot,,,,,Gfive N9Â Â (Red),,,,‚¹639,0.3MP,Yes,,,,,,32 MB,240 x 260 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
457,,,,,,,,3.5 mm,,3000 mAh,,Yes,4,,,,,,,5.5 inch,AMOLED,,128 GB,Yes,,,,,Yes,,Yes,,64 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,,"Smartron t-phone T5511 (Sunrise Orange, 64 GB)Â Â (4 GB RAM)",Android Marshmallow 6.0.1,"Gorilla Glass 3, Fingerprint - Resistant Oleophobic Coating, Multitouch",,"‚¹8,990",13MP,Yes,"Auto Focus, HDR",1.6 GHz,Octa Core,,,4 GB,1920 x 1080 Pixels,,,Micro SIM and Nano SIM,Yes,4MP,Yes,"Automatic black level calibration (ABLC),Back-illuminated sensor,HDR","Accelerometer, Ambient Light Sensor, Gyroscope, Proximity Sensor, Digital Compass, Hall Sensor",,,"4G LTE, GSM",,,,,149 g,802.11 a/b/g/n/ac
458,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
459,,,,,,,,3.5 mm,,650 mAh,,Yes,,,,,,,,1.44 inch,TFT,,8 GB,Yes,,,,,,,Yes,,32 MB,,,Dedicated Slot,,,,,Viva V1Â Â (Blue & Orange),,,,‚¹444,0MP,No,,1.2 MHz,,,,32 MB,96 x 68$$Pixels,,,Full Size SIM,Yes,,No,,,,,GSM,,,,,,
460,,,,,,,,,,2500 mAh,,,,,,,,,,4 inch,,,,,,,,,,,,,4 GB,,,Dedicated Slot,,,,,"Swipe Neo Power (Gold, 4 GB)Â Â (512 MB RAM)",Android Marshmallow 6.0,,,"‚¹2,599",5MP,,,1.3 GHz,Quad Core,,,512 MB,800 x 480 Pixels,,,,,,,,,,,"GSM, 4G LTE",,,,,,
461,,,HSPA+,,,,,,,2620 mAh,,Yes,4.2,,,,,,,5.2 inch,TFT,,128 GB,Yes,,,,,Yes,,,,16 GB,"4G, 3G, GPRS, EDGE, Wi-Fi",,Dedicated Slot,,,,,"Sony Xperia R1 Dual (Silver, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,2.5D Curved Glass,,"‚¹10,490",13MP,Yes,"Predictive Hybrid Autofocus, Exmor Sony Sensor, Continuous Shooting, 12 Capturing Modes, 8X Clear Zoom, ISO 3200 for Photos, Countdown Timer, Beauty Mode, Face Detection, Portrait, Landscape, Sports, Macro, Night Mode",2.4 GHz,Octa Core,Qualcomm Snapdragon 430 64-bit,,2 GB,1280 x 720 Pixels,,,Nano SIM,,8MP,Yes,"Predictive Hybrid Autofocus, Continuous Shooting, 12 Capturing Modes, 8X Clear Zoom, ISO 3200 for Photos, ISO 2400 for Videos, Countdown Timer, Beauty Mode, Face Detection",,,,"4G VoLTE, UMTS, GSM, 4G LTE, WCDMA",,,,,154 g,
462,,,,,,,,3.5 mm,,2800 mAh,,Yes,,,,,,,,5 inch,,,,,,,,,,,Yes,,8 GB,,,Dedicated Slot,,,,,"GreenBerry Z8 (Gold, 8 GB)Â Â (1 GB RAM)",Android Nougat 7,,,"‚¹4,399",8MP,Yes,flash,1.7 GHz,Quad Core,,,1 GB,1080 x 720$$Pixels,,,,Yes,5MP,Yes,,,,,"4G VoLTE, GSM",,,,,,
463,,,,,,,,,,1000 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Mido M88Â Â (Red & Black),,,,‚¹645,0.3MP,,,,,,,32 MB,320 x 240 Pixels,,,Full Size SIM,,,,,,,,"GSM, GSM",,,,,,
464,,,,,,,,,,1050 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,35 MB,,,Dedicated Slot,,,,,Ssky K-2Â Â (White),,,,‚¹690,1.3MP,,,1.2 MHz,,,,256 MB,320 x 428$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
465,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
466,,,,,,,,3.5 mm,,3000 mAh,,Yes,2,,,,,,65 K,2.4 inch,TFT,,8 GB,Yes,,,"Class 12, 48 kbps, 85.6 kbps",,,,,,32 KB,WAP,,,,,,Yes,JIVI N9003Â Â (White),,Big And Bright Display,,"‚¹1,066",1.3MP,Yes,Good Quality Camera,,,,,1 MB,240 x 320 Pixel,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,120 g,
467,,,,,,,,,,1000,,,,,,,,,,1.8,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,I-Plus i1Â Â (White & Gold),,,,‚¹699,0.03MP,,,0.05 MHz,,,,20 MB,160 x 120$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
468,,,,,,,,3.5 mm Stereo,,3000 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,Super AMOLED,,256 GB,,,,,,Yes,,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"Samsung Galaxy J7 Nxt (Gold, 32 GB)Â Â (3 GB RAM)",Android Nougat 7,,,"‚¹11,900",13MP,Yes,"f1.9, Auto Focus",1.6 GHz,Octa Core,Exynos Octa Core 1.6 GHz,,3 GB,1280 x 720 Pixels,,,Micro SIM (3FF),,5MP,Yes,f2.2,"Accelerometer, Proximity Sensor",,,"4G LTE, WCDMA, UMTS",,,,,170 g,802.11 b/g/n (2.4 GHz)
469,,,,,,,,3.5mm,,4000 mAh,,Yes,,,,,,,,2.4 inch,,,16 GB,Yes,,,,,,,,,1 MB,2G,,Dedicated Slot,,,,,Kara K17Â Â (Gold),,,,"‚¹1,249",0.3MP,Yes,,1 MHz,,,,1 MB,320 x 240$$Pixels,,,Normal SIM,Yes,,Yes,,,,,"GSM, GSM",,,,,,
470,,,,,,,,3.5,,2630 mAh,,Yes,,,,,,,,5 inch,IPS LCD,,128,,,,,,,ARM Mali T720,,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Nokia 3 (Copper White, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,"Aspect Ratio: 16:9, 2.5D Sculpted with Polarized Corning Gorilla Glass, Brightness 450 nits Laminated",,"‚¹8,899",8MP,Yes,"Auto Focus, 1.12 micrometer, f/2",1.3 GHz,Quad Core,MTK 6737,,2 GB,1280 x 720,,,Micro SIM,Yes,8MP,Yes,"1.12 micrometer, f/2, FOV 84Degrees, Selfies, Autofocus","Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Gyroscope, Proximity Sensor",,,4G LTE,,,,,,
471,,,,,,,,3.5 mm,,1000 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,10 MB,2G,,Dedicated Slot,,,,,Blackzone N1102Â Â (Red & White),,,,‚¹629,0.3MP,Yes,0.3 MP,1 MHz,,,,10 MB,320 x 240$$Pixels,,,Normal SIM,Yes,,,,,,,"GSM, GSM",,,,,,
472,,,,,,,,,,1350 mAh,,,,,,,,,,1.8 inch,,,32 GB,Yes,,,,,,,,,10 MB,2G,,Dedicated Slot,,,,,Kara SportsÂ Â (Red & Black),,,,‚¹799,1.3MP,Yes,,1 MHz,,,,10 MB,320 x 240$$Pixels,,,,Yes,0.3MP,,0.3 MP,,,,"GSM, GSM",,,,,,
473,,,,,,,,3.5 mm,,950,,Yes,,,,,,,,1.8,,,16 GB,,,,,,,,Yes,,32 MB,,,Dedicated Slot,,,,,Gfive U330Â Â (White),No,,,‚¹699,1.3MP,Yes,,1.2 MHz,,,,32 MB,320 x 400$$Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
474,,,,,,,,3.5 mm,,950 mAh,,Yes,A2DP,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,250 MB,,,Dedicated Slot,,,,,Melbon Dude-22Â Â (Red),,,,‚¹550,0.3MP,,,,,,,,128 x160 Pixels,,,Full Size SIM,Yes,,,,,,,"GSM, GSM",,,,,110 g,
475,,,,,,,,,,3180 mAh,,Yes,4.2,,,,,,,5.7 inch,TFT,,256 GB,No,,,,,Yes,,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"OPPO A83 (Champagne, 32 GB)Â Â (3 GB RAM)",Android Nougat 7.1,83.9% (Display Area AA Peripheral Edge Size / Front Glass Area),,"‚¹12,490",13MP,Yes,"F2.2, AF, Facial Unlock, Bokeh Effect, Sensor Size / Pixel Size: 1 / 3.06 inch, 1.12micrometer, Wide-angle - 81Degree, Focal Length: 3.462mm, Macro Lens: Rear Macro 8cm, 5P Lens, Ordinary Camera, Video, Professional Mode, Time-lapse Photography, Panorama",2.5 GHz,Octa Core,MT6763T,,3 GB,1440 x 720 Pixels,,,,,8MP,Yes,"F2.2, Wide-angle - Front 85Degree, Sensor Size / Pixel Size - 1/4 inch, 4P Lens, Blur, Beauty, Filters, Panorama, HDR, Photo Management, AI Beauty","Geomagnetic Induction, Light Sensor, Distance Sensor, Gravity Sensor",,,"4G VoLTE, WCDMA, GSM",,,,,143 g,802.11 a/b/g/n (2.4G / 5G Dual-band)
476,,,,,,,,3.5 mm,,1450 mAh,,Yes,,,,,,,,1.8 inch,TFT LCD,,8 GB,Yes,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Mido 3300Â Â (Red),,,,‚¹599,0.3MP,Yes,,,,,,32 MB,240 x 320 Pixels,,,Regular SIM,,,,,,,,"GSM, GSM",,,,,350 g,
477,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,64 MB,,,Dedicated Slot,,,,,Ssky S700Â Â (Grey & Black),,,,"‚¹1,040",2MP,,,1 MHz,,,,256 MB,320 x 428$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
478,,,,,,,,3.5 mm,,2500 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Mtech JumboÂ Â (Grey & Black),,,,‚¹949,0.3MP,Yes,,,,,,32 MB,128 x 160 Pixels,,,Regular SIM,Yes,,,,,,,"GSM, GSM",,,,,,
479,,,,,,,,,,1400 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,,,,,,"Karbonn K-Phone 1Â Â (White, Champagne)",,,,"‚¹1,105",1.3MP,,,,,,,32 MB,240 x 320 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
