,2G bands,3.5mm jack,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery,Battery life,Bluetooth,Bluetooth Support,Browser,Browser,Build,CPU,Camera,Card slot,Chipset,Colors,Dimensions,Display,EDGE,Expandable Storage,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Messaging,Multitouch,Music play,NFC,Name,OS,Performance,Price,Primary,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Protection,RAM,Radio,Resolution,SAR,SAR EU,SIM,SMS,Secondary,Secondary Camera Available,Secondary Camera Features,Sensors,Size,Speed,Stand-by,Status,Talk time,Technology,Type,USB,Video,WLAN,Weight,Wi-Fi Version
1571,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 66(1700/2100), 38(2600), 39(1900), 40(2300), 41(2500)","Vibration; MP3, WAV ringtones","2017, March",,"
Noise -92.5dB / Crosstalk -92.8dB",Non-removable Li-Ion 3000 mAh battery (11.55 Wh),"

Endurance rating 84h

","5.0, A2DP, LE, aptX",,HTML5,HTML5,"Front/back glass (Gorilla Glass 5), aluminum frame",Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,"
Photo / Video","microSD, up to 256 GB (uses SIM 2 slot) - dual SIM model only",Exynos 8895 Octa - EMEAQualcomm MSM8998 Snapdragon 835 - USA & China,"Midnight Black, Orchid Gray, Arctic Silver, Coral Blue, Maple Gold, Rose Pink, Burgundy Red",148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),"
Contrast ratio: Infinite (nominal), 4.768 (sunlight)",Yes,,"Geo-tagging, simultaneous 4K video and 9MP image recording, touch focus, face/smile detection, Auto HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS, BDS, GALILEO",,Mali-G71 MP20 - EMEAAdreno 540 - USA & China,,"64 GB, 4 GB RAM",,,"
Voice 66dB / Noise 70dB / Ring 72dB

","SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 67 h,Yes,Samsung Galaxy S8,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","
Basemark OS II: 3272 / Basemark OS II 2.0: 3376Basemark X: 42370",About 530 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash, check quality",,,,Corning Gorilla Glass 5,,No,"1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)",0.44 W/kg (head)     0.75 W/kg (body)     ,0.32 W/kg (head)     1.27 W/kg (body)     ,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"8 MP (f/1.7, 25mm, 1/3.6"", 1.22 Âµm), autofocus, 1440p@30fps, dual video call, Auto HDR",,,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps",,"Available. Released 2017, April",Up to 20 h (3G),GSM / HSPA / LTE,"Super AMOLED capacitive touchscreen, 16M colors","3.1, Type-C 1.0 reversible connector","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec., check quality","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",155 g (5.47 oz),
1572,"GSM 850 / 900 / 1800 / 1900 - SM-T211, SM-T215",Yes,"HSDPA 850 / 900 / 1900 / 2100 - SM-T211, SM-T215","LTE band 3(1800), 7(2600) - SM-T215","Vibration; MP3, WAV ringtones","2013, April",,,Non-removable Li-Ion 4000 mAh battery,,"3.0, A2DP",,HTML5,HTML5,,Dual-core 1.2 GHz Cortex-A9,,"microSD, up to 64 GB (dedicated slot)",Marvell PXA986,White,188 x 111.1 x 9.9 mm (7.40 x 4.37 x 0.39 in),"
Contrast ratio: 1098 (nominal)",Yes,,Geo-tagging,Yes,,"Yes, with A-GPS, GLONASS",,PowerVR SGX540,,"8/16 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 108 h,,Samsung Galaxy Tab 3 7.0 ,Android 4.1.2 (Jelly Bean),,About 150 EUR,3.15 MP,,,,,,No,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",0.63 W/kg (head)     1.59 W/kg (body)     ,0.71 W/kg (head)     0.98 W/kg (body)     ,Micro-SIM,,1.3 MP,,,"Accelerometer, gyro, proximity, compass","7.0 inches, 137.9 cm2 (~66.0% screen-to-body ratio)","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps (SM-T215)",,"Available. Released 2013, July",Up to 8 h (multimedia),GSM / HSPA / LTE,"TFT capacitive touchscreen, 16M colors",2.0 (TV-out),720p@30fps,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot",306 g (10.79 oz),
1573,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,Vibration; Polyphonic,"2012, May. Released 2012, September",,,Removable Li-Ion 1400 mAh battery (BL-6C),,"2.1, EDR",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 32 GB (dedicated slot)",,"Dark Grey, White, Red, Cyan","110.4 x 46.9 x 15.4 mm, 67 cc (4.35 x 1.85 x 0.61 in)",,Yes,,,Yes,,No,,,,16 MB,,,,"SMS(threaded view), MMS, Email, IM",,Up to 27 h,,Nokia 112,,,About 80 EUR,VGA,,,,,,"Stereo FM radio, RDS, recording",128 x 160 pixels (~114 ppi density),,1.30 W/kg (head)     ,Dual SIM (Mini-SIM),,No,,,,"1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",,Up to 840 h,Discontinued,Up to 14 h,GSM,"TFT, 65K colors",,176x144,No,85.5 g (3.00 oz),
1574,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes, Yes,,"Vibration; MP3, WAV ringtones",2012,,,Li-Ion 1450 mAh battery,,2,,Yes,Yes,,650 MHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",Mediatek MT6513,Black/Golden,116 x 60.5 x 13.2 mm (4.57 x 2.38 x 0.52 in),,Yes,,Geo-tagging,Yes,,Yes,,PowerVR SGX531,,,,,,"SMS, MMS, Email, IM",Yes,,,Celkon A88,Android 2.3.5 (Gingerbread),,,3.15 MP,,,,,,Stereo FM radio,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Dual SIM (Mini-SIM),,Yes,,,Accelerometer,"3.5 inches, 36.5 cm2 (~52.0% screen-to-body ratio)",,Up to 500 h,Discontinued,Up to 6 h 40 min,GSM,TFT capacitive touchscreen,microUSB,Yes,Wi-Fi 802.11 b/g,-,
1575,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,HSDPA 850 / 900 / 1900 / 2100 ,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)","Vibration; MP3, WAV ringtones","2017, May",,,Removable Li-Po 2350 mAh battery,,"4.2, A2DP, LE, aptX",,HTML5,HTML5,Plastic body,Quad-core 1.1 GHz Cortex-A53,,"microSD, up to 32 GB",Mediatek MT6737M,"Metallic Cherry, Pearl White, Fine Gold, Starry Black",145.5 x 73.6 x 9 mm (5.73 x 2.90 x 0.35 in),,Yes,,"Geo-tagging, touch focus, panorama",Yes,,"Yes, with A-GPS",,Mali-T720MP2,,"8 GB, 1 GB RAM - 3G model16 GB, 1 GB RAM - LTE model",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Motorola Moto C,Android 7.0 (Nougat),,About 100 EUR,"5 MP (1.4 Âµm), LED flash",,,,,,FM radio,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",,"2 MP, LED flash",,,Accelerometer,"5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,"Available. Released 2017, June",,GSM / HSPA / LTE,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",154 g (5.43 oz),
1576,GSM 900 / 1800 ,No,,,"Vibration, MP3 ringtones","2009, January. Released 2009",,,Removable Li-Ion 800 mAh battery,,2,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,Grey,108 x 43.6 x 14.3 mm (4.25 x 1.72 x 0.56 in),,No,,,Class 10,,No,,,,7 MB,,,,"SMS, MMS, Email",,,,Samsung E2100B,,,About 40 EUR,VGA,,,,,,"FM radio, RDS, recording",128 x 160 pixels (~116 ppi density),,0.74 W/kg (head)     ,Mini-SIM,,No,,,,"1.77 inches, 9.9 cm2 (~20.9% screen-to-body ratio)",,Up to 250 h,Discontinued,Up to 3 h,GSM,"TFT, 256K colors",2,160x420@15fps,No,74.1 g (2.61 oz),
1577,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 2100 ,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 6050Y","Vibration; MP3, WAV ringtones","2014, February",,,Non-removable Li-Ion 2150 mAh battery,,"4.0, A2DP",,HTML,HTML,,Quad-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)",,"Slate, Chocolate, White",136.5 x 69.7 x 7.5 mm (5.37 x 2.74 x 0.30 in),,Yes,,"Geo-tagging, touch focus, panorama, HDR",Yes,,"Yes, with A-GPS",,,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes,alcatel Idol 2 S,"Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,About 280 EUR,"8 MP, autofocus, LED flash",,,,,,No,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Micro-SIM,,"1.3 MP, 720p",,,"Accelerometer, proximity, compass","5.0 inches, 68.9 cm2 (~72.4% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 520 h (2G) / Up to 520 h (3G),"Available. Released 2014, June",Up to 10 h 30 min (2G) / Up to 16 h 30 min (3G),GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",126 g (4.44 oz),
1578,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 2100 ,,"Vibration; MP3, WAV ringtones",Not officially announced yet,,,Removable Li-Ion 1830 mAh battery,,"4.0, A2DP, EDR",,"WAP 2.0/xHTML, HTML, Adobe Flash","WAP 2.0/xHTML, HTML, Adobe Flash",,Quad-core 2.5 GHz,,No,,Black,109.8 x 60.9 x 9.8 mm (4.32 x 2.40 x 0.39 in),,Yes,,"Geo-tagging, touch focus, face/smile detection",Yes,,"Yes, with A-GPS",,,,"32 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email",Yes,,,HTC Zeta,Android 4.0 (Ice Cream Sandwich),,,"8 MP, autofocus, dual-LED flash",,,,,,"Stereo FM radio, RDS","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,,Mini-SIM,,1.3 MP,,,"Accelerometer, gyro, proximity, compass","4.5 inches, 55.8 cm2 (~83.5% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,"Capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot",146 g (5.15 oz),
1579,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1700(AWS) / 1900 - A030U,,"Vibration; MP3, WAV ringtones","2016, April",,,Removable Li-Ion 1300 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.3 GHz Cortex-A7,,"microSD, up to 64 GB",Mediatek MT6580,"Black, White, Green, Pink",133.7 x 65.8 x 10.8 mm (5.26 x 2.59 x 0.43 in),,Class 12,,Geo-tagging,Class 12,,"Yes, with A-GPS",,Mali-400MP2,,"4 GB, 512 MB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU Advance 4.0 L2,Android 6.0 (Marshmallow),,,"3.15 MP, LED flash",,,,,,Stereo FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,"Dual SIM (Mini-SIM, dual stand-by)",,VGA,,,Accelerometer,"4.0 inches, 45.5 cm2 (~51.8% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,Up to 700 h (2G) / Up to 500 h (3G),"Available. Released 2016, April",Up to 17 h (2G) / Up to 12 h (3G),GSM / HSPA,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,720@30fps,"Wi-Fi 802.11 b/g/n, hotspot",122 g (4.30 oz),
1580,GSM 900 / 1800 - RM-899850 / 1900 - RM-900,Yes,,,"Vibration, MP3 ringtones","2013, May",,"
Noise -80.4dB / Crosstalk -82.3dB",Li-Ion 1200 mAh battery (BL-4U) for dual-SIM model,,"3.0, EDR",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,"
Photo","microSD, up to 32 GB (dedicated slot), 4 GB included",,"Bright Red, Bright Green, Cyan, Yellow, White and Black",99.2 x 58 x 12.1 mm (3.91 x 2.28 x 0.48 in),"
Contrast ratio: 1004:1 (nominal) / 2.672:1 (sunlight)",Up to 236.8 kbps,,Panorama,Up to 85.6 kbps,,No,,,,"128 MB, 64 MB RAM",,,"
Voice 73dB / Noise 68dB / Ring 78dB

","SMS(threaded view), MMS, Email, IM",Up to 2 fingers,Up to 56 h,,Nokia Asha 501,"Nokia Asha software platform 1.0, upgradable to 1.4",,About 80 EUR,"3.15 MP, check quality",,,,,,FM radio,"240 x 320 pixels, 4:3 ratio (~133 ppi density)",1.41 W/kg (head)     ,0.96 W/kg (head)     ,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",,No,,,"Accelerometer, proximity","3.0 inches, 27.9 cm2 (~48.4% screen-to-body ratio)",,Up to 624 h,"Available. Released 2013, June",Up to 17 h,GSM,"TFT capacitive touchscreen, 256K colors",microUSB 2.0,320p@15fps,Wi-Fi 802.11 b/g/n,98.2 g (3.46 oz),
1581,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration, Polyphonic, MP3 ringtones","2012, Q2. Released 2012, May",,,Removable Li-Ion battery,,Yes,,No,No,,,,"microSD, up to 8 GB (dedicated slot)",,Black,117.8 x 49 x 14.9 mm (4.64 x 1.93 x 0.59 in),,No,,,No,,No,,,,,,,,SMS,,,,Micromax X102,,,About 20 EUR,VGA,,,,,,FM radio,128 x 160 pixels,0.86 W/kg (head)     0.67 W/kg (body)     ,,Dual SIM (Mini-SIM),,No,,,,"1.8 inches, 10.2 cm2 (~17.7% screen-to-body ratio)",,Up to 230 h,Discontinued,Up to 4 h 30 min,GSM,TFT,Proprietary,Yes,No,-,
1582,CDMA 800 / 1700 / 1900 ,Yes,CDMA2000 1xEV-DO ,"LTE band 2(1900), 4(1700/2100)","Vibration; MP3, WAV ringtones","2012, August. Released 2012, August",,,Removable Li-Ion 1600 mAh battery,,"3.0, A2DP",,"HTML5, Adobe Flash","HTML5, Adobe Flash",,1.0 GHz,,"microSD, up to 32 GB (dedicated slot), 16 GB included",Exynos 3210,Black,130 x 68 x 11.7 mm (5.12 x 2.68 x 0.46 in),,No,,Geo-tagging,No,,"Yes, with A-GPS",,,,1.4 GB,,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Samsung Galaxy S Lightray 4G R940,Android 2.3 (Gingerbread),,About 100 EUR,"8 MP, autofocus, LED flash",,,,,,No,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",0.72 W/kg (head)     0.45 W/kg (body)     ,,Mini-SIM,,1.3 MP,,,"Accelerometer, proximity, compass","4.3 inches, 52.6 cm2 (~59.5% screen-to-body ratio)","EV-DO Rev.A 3.1 Mbps, LTE",Up to 200 h,Discontinued,Up to 3 h 30 min,CDMA / EVDO / LTE,"Super AMOLED Plus capacitive touchscreen, 16M colors",microUSB 2.0,720p,Wi-Fi 802.11 b/g/n,142 g (5.01 oz),
1583,GSM 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, MP3 ringtones","2009, July. Released 2009, September",,"
Noise -78.3dB / Crosstalk -73.7dB",Removable Li-Ion 1050 mAh battery (BL-5CT),,"2.1, A2DP",,"WAP 2.0/xHTML, HTML, Adobe Flash Lite","WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,,"microSD, up to 8 GB (dedicated slot), 1 GB included",,"Gray, Yellow","115 x 47 x 15.3 mm, 69 cc (4.53 x 1.85 x 0.60 in)",,Class 11,,,Class 11,,No,,,,20 MB,,,"
Voice 71dB / Noise 66dB / Ring 76dB

","SMS, MMS, Email",,Up to 14 h 30 min,,Nokia 3720 classic,,,About 110 EUR,"2 MP, LED flash",,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~182 ppi density)",0.40 W/kg (head)     0.41 W/kg (body)     ,0.48 W/kg (head)     ,Mini-SIM,,No,,,,"2.2 inches, 15.0 cm2 (~27.7% screen-to-body ratio)",,Up to 408 h,Discontinued,Up to 7 h,GSM,"TFT, 16M colors",microUSB 2.0,QCIF@15fps,No,94 g (3.32 oz),
1584,CDMA 800 / 1900 ,No,CDMA2000 1xEV-DO ,,"Vibration, MP3, WAV ringtones","2008, April. Released 2008, May",,,"Extended battery, Li-Ion 1800 mAh",,"2.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,528 MHz ARM 11,,No,Qualcomm MSM7501A,Black,102 x 53 x 15 mm (4.02 x 2.09 x 0.59 in),,No,,,No,,"Yes, with A-GPS",,Adreno 130,,"4 GB, 288 MB RAM, 256 MB ROM",,,,"SMS(threaded view), MMS, Email, Push Email",,,,HTC Touch Diamond CDMA,Microsoft Windows Mobile 6.1 Professional,,,"3.15 MP, autofocus",,,,,,No,"480 x 640 pixels, 4:3 ratio (~286 ppi density)",0.85 W/kg (head)     0.64 W/kg (body)     ,,Mini-SIM,,No,,,"Accelerometer, proximity","2.8 inches, 24.3 cm2 (~44.9% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,,Discontinued,,CDMA / EVDO,"TFT resistive touchscreen, 65K colors",miniUSB 2.0,Yes,Wi-Fi 802.11 b/g,115 g (4.06 oz),
1585,GSM 900 / 1800 ,No,,,"Vibration; Downloadable polyphonic, monophonic ringtones","2003, Q1",,,Removable Li-Ion 1000 mAh battery (BLC-2),,No,,WAP 1.2.1,WAP 1.2.1,,,,No,,,"119 x 55 x 23 mm, 105 cc (4.69 x 2.17 x 0.91 in)",,No,,,Class 4,,No,,,,,,,,"SMS, MMS, Email",,,,Nokia 6800,,,,,,,,,,Stereo FM radio,"128 x 128 pixels, 8 lines, 1:1 ratio (~106 ppi density)",,0.62 W/kg (head)     ,Mini-SIM,,,,,,"1.7 inches, 9.3 cm2 (~14.2% screen-to-body ratio)",,Up to 168 - 360 h,Discontinued,Up to 3 - 7 h,GSM,"CSTN, 4096 colors",,,No,122 g (4.30 oz),
1586,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100 ,"LTE band 3(1800), 5(850), 40(2300)","Vibration; MP3, WAV ringtones","2016, November",,,Removable Li-Ion 2000 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.3 GHz,,"microSD, up to 32 GB",Spreadtrum,White Champagne,144 x 72.7 x 10.6 mm (5.67 x 2.86 x 0.42 in),,Yes,,"Geo-tagging, touch focus, face detection",Yes,,"Yes, with A-GPS",,,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Micromax Canvas Spark 4G Q4201,Android 6.0 (Marshmallow),,About 70 EUR,"5 MP, autofocus, LED flash",,,,Corning Gorilla Glass (unspecified version),,FM radio,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Dual SIM,,2 MP,,,Accelerometer,"5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,"Available. Released 2016, November",,GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, hotspot",165 g (5.82 oz),
1587,GSM 900 / 1800 / 1900 ,No, TD-SCDMA,,"Vibration; MP3, WAV ringtones","2009, November. Released 2009, Q4",,,Removable Li-Ion 960 mAh battery,,"2.1, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,,"microSD, up to 8 GB (dedicated slot)",,China Red,113.6 x 54.5 x 12.8 mm (4.47 x 2.15 x 0.50 in),,Class 10,,Smile detection,Class 10,,No,,,,80 MB,,,,"SMS, MMS, Email, IM, Push Email",,,,Samsung S5630C,,,About 150 EUR,"3.15 MP, autofocus",,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,0.43 W/kg (head)     ,Mini-SIM,,CIF,,,Accelerometer,"2.8 inches, 24.3 cm2 (~39.2% screen-to-body ratio)",,Up to 340 h (2G) / Up to 300 h (3G),Discontinued,Up to 7 h 30 min (2G) / Up to 9 h 30 min (3G),GSM,"TFT resistive touchscreen, 256K colors",microUSB 2.0,320p@15fps,No,102.7 g (3.60 oz),
1588,GSM 900 / 1800 ,No,,,"Vibration, MP3 ringtones","2011, July",,,Removable Li-Ion 800 mAh battery,,No,,No,No,,,,No,,Black,"88 x 44 x 18.9 mm, 73.2 cc (3.46 x 1.73 x 0.74 in)",,No,,,No,,No,,,,,,,,SMS,,,,Samsung E1190,,,About 30 EUR,,,,,,,No,"128 x 128 pixels, 1:1 ratio (~127 ppi density)",,0.56 W/kg (head)     ,Mini-SIM,,,,,,"1.43 inches, 6.6 cm2 (~17.0% screen-to-body ratio)",,Up to 570 h,Discontinued,Up to 8 h 40 min,GSM,"CSTN, 65K colors",No,,No,71 g (2.50 oz),
1589,GSM 850 / 1900 - SIM 1 & SIM 2,Yes,,,"Vibration, Polyphonic, MP3 ringtones",2011,,,Removable Li-Ion 2000 mAh battery,,2,,Yes,Yes,,,,"microSD, up to 16 GB (dedicated slot)",,Black/Red,114 x 50 x 15.3 mm (4.49 x 1.97 x 0.60 in),,No,,,Yes,,No,,,,,,,,"SMS, MMS",,,,Celkon C66,,,,1.3 MP,,,,,,Stereo FM radio,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Dual SIM (Mini-SIM),,No,,,,"2.4 inches, 17.8 cm2 (~31.3% screen-to-body ratio)",,Up to 600 h,Discontinued,Up to 12 h 30 min,GSM,TFT,microUSB,Yes,No,110 g (3.88 oz),
1590,GSM 900 / 1800 / 1900 ,No,HSDPA 850 / 1900 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2006, July",,,Removable Li-Ion 940 mAh battery,,"2.0, A2DP",,"WAP 2.0/xHTML, HTML (Opera)","WAP 2.0/xHTML, HTML (Opera)",,,,microSD (dedicated slot),,Black,"103 x 53 x 15 mm, 80 cc (4.06 x 2.09 x 0.59 in)",,Class 10,,,Class 10,,No,,,,50 MB,,,,"SMS, EMS, MMS, Email, Instant Messaging",,,,Motorola RAZR V3xx,,,About 160 EUR,1.3 MP,,,,,,No,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Mini-SIM,,VGA videocall camera,,,,"2.2 inches, 33 x 45 mm, 15.0 cm2 (~27.5% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 290 h,Discontinued,Up to 3 h,GSM / HSPA,"TFT, 256K colors",miniUSB,Yes,No,107 g (3.77 oz),
1591,GSM 900 / 1800 ,No,,,Vibration; Downloadable monophonic ringtones,"2003, Q1",,,Removable Li-Ion 540 mAh battery,,No,,WAP,WAP,,,,No,,"Black, White","105 x 41 x 18 mm, 79 cc (4.13 x 1.61 x 0.71 in)",,No,,,No,,No,,,,,,,,SMS,,,,Motorola C289,,,,,,,,,,No,"64 x 96 pixels, 3:2 ratio",1.53 W/kg (head)     1.45 W/kg (body)     ,,Mini-SIM,,,,,,,,Up to 120 h,Discontinued,Up to 3 h,GSM,Monochrome graphic,,,No,89 g (3.14 oz),
1592,GSM 900 / 1800 / 1900 ,No,,,"Vibration, MP3 ringtones","2010, June. Released 2010, July",,,Removable Li-Ion 850 mAh battery,,"2.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,,"microSD, up to 8 GB (dedicated slot), 4 GB included",,"Pure White, Lavender",111 x 58.2 x 13.9 mm (4.37 x 2.29 x 0.55 in),,Class 12,,,Class 12,,No,,,,80 MB,,,,"SMS, MMS, Email, IM",,,,alcatel Net,,,,2 MP,,,,,,"Stereo FM radio, RDS","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,Mini-SIM,,No,,,,"2.4 inches, 17.8 cm2 (~27.6% screen-to-body ratio)",,,Discontinued,,GSM,"TFT, 65K colors",miniUSB 2.0,,No,102 g (3.60 oz),
1593,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800), 28(700) - 5086D/Y","Vibration; MP3, WAV ringtones","2018, February",,,Non-removable Li-Ion 3000 mAh battery,,"4.2, A2DP, LE",,HTML5,HTML5,,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,"microSD, up to 128 GB",Mediatek MT6750,"Metallic Gold, Metallic Black",152.3 x 71.1 x 8.4 mm (6.00 x 2.80 x 0.33 in),,Yes,,"Geo-tagging, touch focus, face detection, HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS",,Mali-T860MP2,,"32 GB, 3 GB RAM (5086D/Y) or 16 GB, 2 GB RAM (5086A)",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes (5086Y only),alcatel 5,Android 7.1 (Nougat),,About 230 EUR,"12 MP (f/2.2, 1/2.9"", 1.25 Âµm), autofocus, dual-LED dual-tone flash",,,,,,"FM radio, wireless FM","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"Dual: 13 MP (f/2.0, 1.4 Î¼m) + 5 MP, 1080p",,,"Fingerprint (rear-mounted), accelerometer, proximity, compass","5.7 inches, 83.8 cm2 (~77.4% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,"Available. Released 2018, February",,GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors","2.0, Type-C 1.0 reversible connector",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",144 g (5.08 oz),
