,Unnamed: 0,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser.1,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
1255,1255,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,256 MB,,,Dedicated Slot,,,,,Ssky S700,,,,"‚¹1,040",2MP,,,1 MHz,,,,256 MB,129 x 119$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1256,1256,,,,,,,,3.5 mm,,2000 mAh,,Yes,,,,,,,,5 inch,IPS,,32 GB,Yes,,,,,Yes,,,,8 GB,,,,,,,No,Panasonic Eluga I2 4G ,Android Lollipop 5.1,,,"‚¹5,099",8MP,Yes,,1 GHz,Quad Core,,,1 GB,720*1280,,,Micro,Yes,,Yes,,"Accelerometer, proximity",,,"4G LTE, WCDMA",,,,,,802.11b
1257,1257,,,,,,,,,,2450 mAh,,Yes,,,,,,,,5 inch,,,128 GB,Yes,,,,,Yes,,,,32 GB,,,Hybrid Slot,,,,,Panasonic Eluga Arc 2 ,Android Marshmallow 6,2.5D Curved IPS Display,,"‚¹7,690",8MP,,,1.3 GHz,Quad Core,,,3 GB,720 x 1280 Pixels,,,,Yes,5MP,Yes,,,,,"4G LTE, GSM",,,,,147 g,
1258,1258,,,,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,2.4 inch,,,32 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,1+1=2 D3 Combo of Two Mobile,0,,,"‚¹1,329",0.3MP,Yes,,,,,,32 MB,240 x 320$$Pixels,,,Normal Sim,Yes,,No,,,,,"GSM, GSM",,,,,,
1259,1259,,,,,,,,,,1000 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Snowtel S20 Oreo,,,,‚¹549,0.3MP,,,1 MHz,,,,32 MB,320 x 120$$Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1260,1260,,,HSPA+,,,,,,,,,Yes,v4.2,,,,,,,4.7 inch,LED-backlit IPS,,,,,,,,Yes,,,,32 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,Yes,Apple iPhone 7 ,iOS 10,"Multi-touch Display, 1400:1 Contrast Ratio, Wide Color Display (P3), 625 cd/m2 Maximum Brightness, Dual Domain Pixels for Wide Viewing Angles, Fingerprint Resistant Oleophobic Coating, Display of Multiple Languages and Characters Simultaneously, Display Zoom, Reachability",,"‚¹43,999",12MP,Yes,"f/1.8 Aperture, Optical Image Stabilization, Six Element Lens, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels, Tap to Focus with Focus Pixels, Live Photos with Stabilization, Wide Color Capture for Photos and Live Photos, Improved Local Tone Mapping, Body and Face Detection, Exposure Control, Noise Reduction, Auto HDR for Photos, Auto Image Stabilization, Burst Mode, Timer Mode, Photo Geotagging, Time Lapse Video with Stabilization, Cinematic Video Stabilization (1080p and 720p), Continuous Auto Focus Video, Take 8 MP Still Photos While Recording 4K Video, Playback Zoom, Video Geotagging",,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,1334 x 750 Pixels,,,Nano Sim,Yes,7MP,Yes,"1080p HD Video Recording, Retina Flash, f/2.2 Aperture, Wide Color Capture for Photos and Live Photos, Auto HDR, Backside Illumination Sensor, Body and Face Detection, Auto Image Stabilization, Burst Mode, Exposure Control, Timer Mode, FaceTime Video Calling Over Wi-Fi or Cellular","Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",,,4G LTE,,,,,138 g,802.11 a/b/g/n/ac
1261,1261,,,,,,,,3.5 mm,,1000,,Yes,,,,,,,,1.8,TFT LCD,,16 GB,Yes,,,,,,,,,64 MB,Yes,,Dedicated Slot,,,,,Tymes Y2,,,,‚¹699,1.3MP,Yes,Digital,1.2 MHz,,,,32 MB,240 x 320$$Pixels,,,Normal SIM,Yes,,,,,,,"GSM, GSM",,,,,,
1262,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nokia 5233,,,,"‚¹3,495",,,,,,,,,,,,,,,,,,,,GSM,,,,,,
1263,1263,,,,,,,,,,1800,,,,,,,,,,2.4,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Gfive M11,No,,,"‚¹1,099",1.3MP,,,1.2 MHz,,,,32 MB,320 x 400$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1264,1264,,,,,,,,3.5 mm,,3000 mAh,,Yes,4,,,,,,16 M,5.5 inch,,,128 GB,,,,,,Yes,,,,16 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,,Honor Holly 3 ,Android Marshmallow 6,"IPS Display, 10 Point-touch",,"‚¹7,989",13MP,Yes,"Auto Focus, Photo: 4160 x 3120 MP, Video: Upto 1920 x 1080 MP, Quick Shooting, Panoramic Shooting",1.2 GHz,Octa Core,Huawei Kirin 620 Octa Core 1.2GHz,,2 GB,1280 x 720,,,Micro SIM,Yes,8MP,Yes,"Photo: 3264 x 2448 MP, Video: Upto 1280 x 720 MP","Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",,,"4G LTE, 4G LTE",,,,,168 g,802.11 b/g/n
1265,1265,,,"21 Mbps DL, 5.76 Mbps UL",,,,,3.5 mm,,1850 mAh,,Yes,2.1,,,,,,,4.5 inch,TFT,,32 GB,Yes,,,,,Yes,,,,8 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,,Lava A76+ 4G with VoLTE ,Android Marshmallow 6,Multi-touch,,"‚¹3,999",5MP,Yes,"Panaroma Capture, HDR, Digital Zoom",1.5 GHz,Quad Core,,,1 GB,480 x 854,,,,Yes,5MP,Yes,,Accelerometer,,,"4G LTE, 4G LTE",,,,,135 g,802.11 b/g/n
1266,1266,,,,,,,,,,2500 mAh,,,,,,,,,,5 inch,,,,,,,,,,,,,8 GB,,,Dedicated Slot,,,,,Celkon U Feel Pro ,Android Marshmallow 6.0,,,"‚¹3,999",5MP,,,1.2 GHz,Quad Core,,,1 GB,720 x 1280$$Pixels,,,,,,,,,,,"4G LTE, UMTS, GSM",,,,,,
1267,1267,,,,,,,,3.5 mm,,3500 mAh,,Yes,5,,,,,,16M,6.2 inch,Super AMOLED,,400 GB,,,,,,,ARM Heimdall MP18,,,64 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,Yes,Samsung Galaxy S9 Plus ,Android Oreo 8,,,"‚¹64,900",12MP + 12MP,Yes,"Auto, Food, Hyperlapse, Live Focus, Panorama, Pro, Slow Motion, Sports, Stickers, Super Slow-mo",2.7 GHz,Octa Core,Exynos 9810,,6 GB,2960 x 1440 Pixels,,,Nano SIM,,8MP,Yes,"Selfie, Wide Selfie",,,,"4G LTE, GSM, UMTS, WCDMA",,,,,189 g,
1268,1268,,,,,,,,,,100,,,,,,,,,,1.44,,,,,,,,,,,,,64 MB,,,Dedicated Slot,,,,,MU M8600,,,,‚¹999,1.3MP,,,,,,,64 MB,240 x 240$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1269,1269,,,,,,,,,,1000 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,10 MB,2G,,Dedicated Slot,,,,,BlackZone N1103,,,,‚¹619,0.3MP,Yes,,1 MHz,,,,10 MB,320 x 240$$Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1270,1270,,,,,,,,3.5 mm,,1400 mAh,,Yes,,,,,,,16.7 M,4 inch,,,32 GB,Yes,,,,,,,Yes,,512 MB,3G,,Dedicated Slot,,,,,Intex Cloud Candy ,Android KitKat 4.4.2,Twisted Nematic display,,"‚¹2,699",2MP,Yes,"Panorama Shot, HDR, Volume Up and Down Button to Take Picture, Flash Support",1 GHz,Single Core,SC7715,,256 MB,800 x 480 Pixels,,,,Yes,,Yes,,Gravity Sensor,,,"GSM, WCDMA",,,,,,
1271,1271,,,"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 11 Mbps",,,,,3.5 mm,,2500 mAh,,Yes,4.0,,,,,,,5.0 inch,IPS,,128 GB,Yes,,,Class 12,,Yes,Mali-T720-MP1 at 650 MHz,,,16 GB,"4G, 3G, GPRS, EDGE, WAP, Wi-Fi",,Dedicated Slot,,,,,Micromax Spark 4G Prime ,Android Nougat 7,"Pinch Zoom: 4, 2-point Multitouch",,"‚¹5,299",8MP,Yes,"Auto Focus, Zoom Level: 4, Multi Shot",1.1 GHz,Quad Core,MT6737M,,2 GB,480 x 854 Pixels,,,Micro SIM and Micro SIM,Yes,5MP,Yes,Fixed Focus,"Gravity Sensors, Proximity Sensor, Light Sensor",,,"4G LTE, GSM",,,,,161 g,802.11 b/g/n
1272,1272,,,,,,,,3.5 mm,,1050 mAh,,Yes,,,,,,,,1.77 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,Kara Passion,,,,‚¹599,0.3MP,,,,,,,64 MB,320 x 480 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1273,1273,,,,,,,,3.5 mm,,4000 mAh,,Yes,,,,,,,,5.5 inch,,,128 GB,Yes,,,,,Yes,,Yes,,32 GB,,,Dedicated Slot,,,,,Honor Holly 4 Plus ,Android Nougat 7,,,"‚¹11,999",12MP,Yes,,1.4 GHz,Octa Core,,,3 GB,1280 x 720$$Pixels,,,,Yes,8MP,Yes,,"Finger Print Sensor, Acceleromete Proximity Ambient Light Sensor, G-Sensor",,,"4G VoLTE, GSM",,,,,,
1274,1274,,,,,,,,3.5 mm,,3000 mAh,,Yes,4.1,,,,,,16 M,5.7 inch,IPS LCD,,200 GB,Yes,,,Class 12,,Yes,,,,16 GB,"4G, 3G",,Dedicated Slot,,,,,LG Stylus 2 Plus ,Android Marshmallow 6,,,"‚¹14,230",16MP,Yes,,1.4 GHz,Octa Core,Qualcomm Snapdragon,,3 GB,1920 x 1080 Pixels,,,Nano SIM,Yes,8MP,Yes,Flash Support,"Proximity Sensor, Accelerometer, Digital Compass, Ambient Light Sensor, Hall IC Sensor",,,"4G LTE, UMTS",,,,,145 g,802.11 b/g/n
1275,1275,,,,,,,,,,800 mAh,,Yes,2,,,,,,,1.8 inch,TFT,,8 GB,Yes,,,"Class 12, 48 kbps, 85.6 kbps",,,,,,1 MB,WAP,,,,,,,JIVI X3i,,,,‚¹709,1.3MP,Yes,,,,,,1 MB,169 x 128 Pixel,,,Normal SIM,Yes,,,,,,,"GSM, GSM",,,,,95 g,
1276,1276,,,,,,,,3.5 mm,,2400 mAh,,Yes,,,,,,,,5.0 inch,,,,,,,,,,,Yes,,8 GB,,,Dedicated Slot,,,,,Intex Aqua Lions 2 ,Android Nougat 7.0,,,"‚¹4,060",5MP,Yes,,1.4 GHz,Quad Core,,,1 GB,854 x 480$$Pixels,,,Micro SIM and Mini SIM,Yes,5MP,Yes,,"Light Sensor, Proximity Sensor, Gravity Sensor",,,"4G VoLTE, UMTS",,,,,,
1277,1277,,,,,,,,3.5 mm,,800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,,,,,,,,,Celkon C26,,VGA Display,,"‚¹1,298",1.3MP,Yes,,,,,,,240 x 320 pixels,,,Mini SIM,,,,,,,,"GSM, GSM",,,,,75 g,
1278,1278,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Ssky S9007 Rainbow,,,,"‚¹1,070",1.3MP,,,1.2 MHz,,,,35 MB,129 x 119$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1279,1279,,,,,,,,3.5 mm,,2300 mAh,,Yes,,,,,,,65 K,5.5 inch,,,64 GB,Yes,,,,,Yes,Aderno 200,Yes,,16 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,,ZOPO F2 ,Android Marshmallow 6.0,,,"‚¹6,399",8MP,Yes,,1.3 GHz,Quad Core,Mediatek MT6737,,2 GB,1280 x 720 Pixels,,,Micro SIM,Yes,5MP,Yes,Fixed Focus,,,,"4G VoLTE, GSM",,,,,,802.11 b
1280,1280,,,,,,,,3.5 mm,,2200 mAh,,Yes,,,,,,,,2.4 inch,,,32 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,1+1=2 D4,0,,,‚¹729,0.3MP,Yes,,,,,,32 MB,240 x 320$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
1281,1281,,,,,,,,3.5mm,,2200 mAh,,Yes,2,,,,,,16.5 M,5 inch,,,32 GB,Yes,,,,,Yes,Mali-T720,Yes,,16 GB,"4G, 3G",,,,,,No,Intex Cloud Crystal 2.5 D ,Android Lollipop 5.1,"2.5d Curved Glass Display with Smoother dnd Rounded Edges, IPS Display",,"‚¹5,249",8MP,Yes,,1.0 GHz,Quad Core,Cortex A53,,3 GB,1280*720,,,Micro SIM,Yes,2MP,No,,Light Sensor/Proximity sensor/G-Sensor,,,"4G LTE, WCDMA",,,,,148 g,
1282,1282,,,,,,,,,,2200 mAh,,Yes,4.0,,,,,,,5 inch,IPS,,128 GB,,,,,,Yes,,,,16 GB,"4G, 3G, EDGE, GPRS, Wi-Fi",,Dedicated Slot,,,,,Panasonic P100 ,Android Nougat 7.0,2.5D Curved Display with Gorilla Glass,,"‚¹5,299",8MP,Yes,"5P Lens Element, F2.2 Aperture, Modes: Panaroma, Face Beauty, HDR",1.25 GHz,Quad Core,Mediatek MTK 6737 Quad Core,,1 GB,1280 x 720 Pixels,,,Micro SIM and Micro SIM,Yes,5MP,Yes,"Element Lens 4P, Aperture 2.2, Modes: Beauty Mode, HDR","Accelerometer, Proximity Sensor, Ambient Light Sensor, Fingerprint Sensor",,,"GSM, 4G LTE",,,,,174.8 g,802.11b/g/n
1283,1283,,,,,,,,,,1000 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Snowtel S20 Oreo,,,,‚¹549,0.3MP,,,1 MHz,,,,32 MB,320 x 120$$Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1284,1284,,,,,,,,,,3900,,Yes,,,,,,,Black,6.0,LCD,,,,,,,,Yes,ARM Mali-T880 MP2 900MHz,Yes,,64 GB,,,Dedicated Slot,,,,Yes,Maze Alpha ,Android Nougat 7.0,,,"‚¹14,310",13MP,Yes,,2.5,Octa Core,,,4 GB,1920 x 1080$$Pixels,,,,Yes,,Yes,,,,,"4G VoLTE, GSM",,,,,,
1285,1285,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,3300 mAh,,Yes,v4.1,,,,,,,5.5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T830 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,,,"‚¹13,900",13MP,Yes,"Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Sports, Sound & Shot",1.6 GHz,Octa Core,Exynos 7870 Octa Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Micro SIM,Yes,8MP,Yes,"Animated Photo, Anti-fog, Auto, Beauty Face, Continuous Shot, HDR (High Dynamic Range), Interval Shot, Night, Panorama, Pro, Selfie, Sports, Wide Selfie","Accelerometer, Light Sensor, Proximity Sensor",,,"4G LTE, GSM",,,,,,802.11 b/g/n
1286,1286,,,,,,,,3.5 mm,,4000 mAh,,Yes,4.2,,,,,,,5.99 inch,IPS (in-cell),,128 GB,,,,,,Yes,Adreno 506,,,32 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,,Redmi Note 5 ,Android Nougat 7.1.2,"Contrast Ratio: 1000:1, 2.5D Front Glass Panel, Corning Gorilla Glass",,"‚¹9,999",12MP,Yes,"f/2.2, 1.25 microns Pixel Size, 5P Lens, PDAF",2 GHz,Octa Core,Qualcomm Snapdragon 625,,3 GB,2160 x 1080 Pixels,,,Nano SIM and Nano SIM,,5MP,Yes,"Aperture - f2.0, 1.12 microns Pixel Size","Fingerprint Scanner, Ambient Light Sensor, Proximity Sensor, E Compass, Accelerometer, Hall Sensor, Gyroscope",,,"4G VoLTE, UMTS, GSM, 4G LTE, WCDMA",,,,,180 g,802.11 a/b/g/n
1287,1287,,,,,,,,,,3300 mAh,,,,,,,,,,5.7 inch,,,256 GB,,,,,,,,,,32 GB,,,Dedicated Slot,,,,,Samsung Galaxy On Max ,Android Nougat 7,,,"‚¹13,900",13MP,Yes,f/1.7 aperture,2.39 GHz,Octa Core,"MediaTek MTK6757V/WL 2.39GHz, 1.69GHz, Octa Core",,4 GB,1920 x 1080 pixels,,,,,13MP,Yes,f/1.9 aperture,"Accelerometer,Fingerprint Sensor,Gyro Sensor,Geomagnetic Sensor,Light Sensor,Proximity Sensor",,,"4G VoLTE, UMTS",,,,,179 g,
1288,1288,,,,,,,,3.5,,2630 mAh,,Yes,,,,,,,,5 inch,IPS LCD,,128,,,,,,,ARM Mali T720,,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Nokia 3 ,Android Nougat 7,"Aspect Ratio: 16:9, 2.5D Sculpted with Polarized Corning Gorilla Glass, Brightness 450 nits Laminated",,"‚¹8,329",8MP,Yes,"Auto Focus, 1.12 micrometer, f/2",1.3 GHz,Quad Core,MTK 6737,,2 GB,1280 x 720,,,Micro SIM,Yes,8MP,Yes,"1.12 micrometer, f/2, FOV 84Degrees, Selfies, Autofocus","Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Gyroscope, Proximity Sensor",,,4G LTE,,,,,,
1289,1289,,,,,,,,3.5mm,,800 mAh,,No,,,,,,,65 K,1.5 inch,TFT,,,Yes,,,,,No,,Yes,,,,,,,,,No,Samsung Guru FM Plus SM-B110E/D,,,,"‚¹1,375",0MP,No,,,,,,,128 x 128 Pixels,,,Full Size SIM,Yes,0MP,No,,,,,"GSM, GSM",,,,,66 g,
1290,1290,,,,,,,,3.5 mm,,3340 mAh,,Yes,v4.1,,,,,,16 M,5.5 inch,LTPS/a-si Display,,128 GB,Yes,,,"40 Kbit/s (UL), 60 Kbit/s (DL)",,Yes,,,,64 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Hybrid Slot,,,,No,Honor 6X ,Android Marshmallow 6.0,Multi Touch Sensitive Screen,,"‚¹13,999",12MP + 2MP,Yes,"Auto Focus, Wide Aperture Mode, Professional Mode, Food Mode, Audio Control",2.1 GHz,Octa Core,Kirin 655,,4 GB,1920 x 1080 pixels,,,Nano SIM,Yes,8MP,Yes,"Fixed Focus, Makeup Mode, Perfect Selfie, Beauty Mode, Panorama, HDR, Watermark, Audio Note, Ultra Snapshot, Best Photo, Smile Snapshot, Timer Function, Touch to Capture, Time Lapse Mode","Hall Effect Sensor, Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",,,"4G VoLTE, 4G LTE",,,,,162 g,802.11 b/g/n
1291,1291,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1292,1292,,,,,,,,3.5 mm,,3000 mAh,,,4,,,,,,16 M,5.2 inch,,,128 GB,,,,,,Yes,ARM Mali-T720 MPI; 650 MHz,Yes,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,iVooMi Me3S ,Android Nougat 7,"Full Lamination Display with Narrow Bazels & 2.5D Curved Glass with 460 nits Brightness, Toughed Glass with Feather Touch Feel, ShatterProof Display",,"‚¹5,999",13MP,,"Samsung 1.0um Sensor with 5 MP lens & f/2.0 aperture, Auto HDR Mode, Low light Photography, Beauty Mode, Panorama, Flash, Auto Focus",1.3 GHz,Quad Core,MediaTek 6737 64-bit 1.3GHz,,3 GB,1280 x 720 pixels,,,Nano SIM,Yes,8MP,Yes,"Front Flash, Samsung 1.12um Sensor With F/2.0 Aperture, Wide-Angle Lens, Beauty Mode","Light Sensor, G-Sensor, Proximity Sensor",,,"4G VoLTE, WCDMA, GSM",,,,,,802.11 a/b/g/n
1293,1293,,,,,,,,,,2000 mAh,,Yes,4,,,,,,,4.5 inch,IPS LCD,,128 GB,,,,,,Yes,,,,8 GB,"4G, 3G, EDGE, GPRS, Wi-Fi",,Dedicated Slot,,,,,LYF C459 ,Android Marshmallow 6,,,"‚¹3,685",5MP,Yes,"6x Digital Zoom, Face Detection and Creative Filters",1.3 GHz,Quad Core,MSM 8909,,1 GB,480 x 854 Pixels,,,Micro SIM and Micro SIM,Yes,2MP,Yes,,"Gyroscope, Ambient Light Sensor, Accelerometer, Proximity Sensor",,,"GSM, 4G LTE, 4G VoLTE, UMTS, WCDMA",,,,,139 g,802.11 b/g/n
1294,1294,,,"HSDPA, HSUPA",,,,,3.5 mm,,3000 mAh,,Yes,4,,,,,,16 M,5 inch,IPS,,64 GB,Yes,,,Class 12,,Yes,Adreno 505 at 450 MHz,,,32 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Hybrid Slot,,,,,Yu Yureka Black ,Android Marshmallow 6,"Notification Light, 4x Pinch Zoom, 5-point Multitouch",,"‚¹8,999",13MP,Yes,"Auto Focus, Super Pixel, Zoom Level: 4, Multi Shot, Night Mode",1.4 GHz,Octa Core,Qualcomm Snapdragon 430 Octa Core 1.4GHz,,4 GB,1920 x 1080 pixels,,,Nano SIM and Nano SIM,Yes,8MP,Yes,Fixed Focus,"Proximity Sensor, Light Sensor, Accelerometer, Front Fingerprint",,,"4G VoLTE, 4G VoLTE",,,,,152 g,802.11 b/g/n
1295,1295,,,,,,,,,,3000 mAh,,,,,,,,,,5.5 inch,IPS In Cell Touch Display,,2 TB,,,,,,Yes,,,,32 GB,"4G, 3G",,Dedicated Slot,,,,,LG Q6 ,Android Nougat 7.1,18:9 Full Vision Display,,"‚¹13,450",13MP,Yes,,1.4 GHz,Octa Core,Qualcomm Snapdragon 435 1.4 GHz Octacore,,3 GB,1080 x 2160 pixels,,,,,5MP,Yes,,"Proximity, Ambient Light, Accelerometer, Digital Compass, Gyroscope",,,"4G VoLTE, UMTS, GSM, 4G LTE",,,,,,
1296,1296,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1297,1297,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1298,1298,,,,,,,,,,850 mAh,,,,,,,,,,1.8 inch,,,,Yes,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Forme N8,,,,‚¹649,0.3MP,,,,,,,32 MB,128 x 160 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1299,1299,,,7.2 Mbps,,,,,3.5 mm,,2500 mAh,,Yes,,,,,,,,5 inch,,,32 GB,Yes,,,,,Yes,Mali-400,Yes,,4 GB,3G,,Hybrid Slot,,,,,Swipe Konnect 5.1 Eco ,Android Marshmallow 6,IPS Display,,"‚¹2,990",5MP,Yes,"Flash Support, Night Mode",1.2 GHz,Quad Core,"Spreadtrum, SC 7731C",,512 MB,480 x 854 Pixels,,,"Normal SIM, Micro SIM",Yes,2MP,Yes,Auto Focus,G-Sensor,,,"GSM, WCDMA",,,,,140 g,
1300,1300,,,,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,2.4 inch,TFT,,16 GB,Yes,,,,,,,,,,,,Dedicated Slot,,,,,Gfive Z15,,,,‚¹829,0.3MP,Yes,,,,,,,240 x 320 Pixels,,,Normal SIM,Yes,,,,,,,"GSM, GSM, GSM, GSM",,,,,,
1301,1301,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1302,1302,,,,,,,,,,1000 mAh,,,,,,,,,,1.77 inch,,,,,,,,,,,,,1 MB,,,,,,,,ssky K7,,,,‚¹699,1MP,,,,,,,1 MB,320 x 480 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1303,1303,,,,,,,,,,400 mAh,,,,,,,,,,1.44 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Chilli K188,,,,‚¹924,0MP,,,1.1 MHz,,,,32 MB,120 x 240$$Pixels,,,,,,,,,,,GSM,,,,,,
